od,origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,z_value,covered,u_w,service_capacity_ratio,path_length,shortest_length,detour_cap,model_uncovered_length,uncovered_cap_if_required,reference_path_used
10->26,10,26,402,419,7.0,0.50107438,3.5075206600000004,3.4924793399999996,0.0,False,1.0,0.0,2239.4470053990913,2239.4470053990913,2687.3364064789093,621.5778317060524,447.8894010798183,True
10->27,10,27,402,420,3.0,0.41405089,1.24215267,1.7578473300000002,0.0,False,1.0,0.0,3441.708047122246,3044.0533723149547,3652.8640467779455,1357.2942114654993,608.810674462991,True
10->28,10,28,402,421,2.0,0.17683763,0.35367526,1.64632474,0.0,False,1.0,0.0,2473.93935285795,2221.977640278163,2666.3731683337955,724.455676692934,444.39552805563267,True
10->3,10,3,402,394,2.0,0.24675781,0.49351562,1.50648438,0.0,False,1.0,0.0,2799.429549767183,2799.429549767183,3359.3154597206194,1603.128589632699,559.8859099534366,True
10->4,10,4,402,395,2.0,0.28211048,0.56422096,1.43577904,1.0,True,0.17082925480398614,0.8291707451960139,1956.670414937656,1956.670414937656,2348.004497925187,334.2565488808061,391.33408298753125,False
10->5,10,5,402,396,3.0,0.28974923,0.8692476900000001,2.13075231,1.0,True,0.1867021862645924,0.8132978137354077,1790.3194149376561,1790.3194149376561,2148.3832979251874,334.25654888080635,358.06388298753126,False
10->6,10,6,402,397,7.0,0.23045765,1.61320355,5.38679645,1.0,True,0.14705066188654056,0.8529493381134594,1423.0235090152898,1423.0235090152898,1707.6282108183477,209.2565488808059,284.604701803058,False
10->7,10,7,402,398,3.0,0.43319393,1.29958179,1.7004182099999998,0.0,False,1.0,0.0,2223.102843356902,2223.102843356902,2667.7234120282824,1065.9502916686724,444.62056867138045,True
10->8,10,8,402,399,35.0,0.39580316,13.853110599999999,21.1468894,1.0,True,0.14815622096530986,0.8518437790346901,1667.2199006603719,1667.2199006603719,2000.6638807924462,247.00900000000001,333.4439801320744,False
10->9,10,9,402,401,8.0,0.18605352,1.48842816,6.51157184,1.0,True,0.11999316400308827,0.8800068359969118,477.37719457523195,477.37719457523195,572.8526334902783,57.28199999999998,95.4754389150464,False
11->10,11,10,403,402,37.0,0.25451902,9.41720374,27.58279626,1.0,True,0.14855023082380156,0.8514497691761984,572.298,572.298,686.7576,85.01499999999999,114.45960000000001,False
11->12,11,12,403,404,39.0,0.2585493,10.0834227,28.9165773,1.0,True,0.11342833516468329,0.8865716648353167,636.304851827467,636.304851827467,763.5658221929604,72.17500000000007,127.2609703654934,False
11->13,11,13,403,405,23.0,0.42798114,9.84356622,13.15643378,1.0,True,0.07364807352689946,0.9263519264731005,979.998478488898,979.998478488898,1175.9981741866775,72.17499999999995,195.9996956977796,False
11->14,11,14,403,406,24.0,0.17627792,4.23067008,19.76932992,1.0,True,0.18913311889371606,0.8108668811062839,1388.301164090058,1216.3398028868721,1459.6077634642465,230.05014055456195,243.26796057737442,False
11->15,11,15,403,407,2.0,0.17515333,0.35030666,1.64969334,1.0,True,0.199001844723275,0.800998155276725,1636.2089695124478,1419.31319311995,1703.17583174394,282.4459436709519,283.86263862399,False
11->16,11,16,403,408,3.0,0.2405061,0.7215183000000001,2.2784817000000004,1.0,True,0.14811488870804546,0.8518851112919545,1494.5006146481098,1490.442403038417,1788.5308836461004,220.756710651787,298.08848060768344,False
11->17,11,17,403,409,3.0,0.25724256,0.77172768,2.22827232,1.0,True,0.17596195772516898,0.824038042274831,2046.2600907375877,1866.852107951706,2240.222529542047,328.4949516985407,373.37042159034127,False
11->18,11,18,403,410,4.0,0.24041459,0.96165836,3.03834164,1.0,True,0.1570547990416237,0.8429452009583763,1999.3721385579959,1798.3910418178082,2158.0692501813696,282.44594367095215,359.6782083635617,False
11->19,11,19,403,412,3.0,0.24486646,0.73459938,2.26540062,1.0,True,0.14131644287217446,0.8586835571278255,1998.677138557996,1998.677138557996,2398.412566269595,282.44594367095215,399.7354277115992,False
11->2,11,2,403,393,3.0,0.20017171,0.60051513,2.39948487,1.0,True,0.18616706635181574,0.8138329336481842,2779.4322505498712,2779.4322505498712,3335.3187006598455,517.4387482084944,555.8864501099742,False
11->20,11,20,403,413,5.0,0.268428,1.34214,3.65786,1.0,True,0.12095869311814916,0.8790413068818508,2335.061138557996,2335.061138557996,2802.073366269595,282.4459436709526,467.0122277115992,False
11->21,11,21,403,414,3.0,0.3382996,1.0148987999999999,1.9851012,0.0,False,1.0,0.0,2151.455902718774,2151.455902718774,2581.7470832625286,762.593822308424,430.29118054375476,True
11->22,11,22,403,415,5.0,0.51834963,2.59174815,2.40825185,0.0,False,1.0,0.0,1838.6489182260439,1758.622070440173,2110.3464845282074,606.4398097867218,351.7244140880346,True
11->23,11,23,403,416,2.0,0.21787196,0.43574392,1.56425608,0.0,False,1.0,0.0,1480.248431111606,1463.149969039849,1755.779962847819,778.7431274115279,292.6299938079698,True
11->26,11,26,403,419,4.0,0.47239445,1.8895778,2.1104222,0.0,False,1.0,0.0,2812.0103107892282,2766.89593614156,3320.275123369872,926.3400885843776,553.379187228312,True
11->27,11,27,403,420,1.0,0.36002044,0.36002044,0.63997956,0.0,False,1.0,0.0,4138.157930736562,3571.502303057423,4285.802763668908,1607.3819011183618,714.3004606114846,True
11->28,11,28,403,421,1.0,0.1990138,0.1990138,0.8009862,1.0,True,0.14669574825157153,0.8533042517484285,2884.889286935123,2791.0696502203787,3349.2835802644545,409.4380507613305,558.2139300440757,False
11->3,11,3,403,394,2.0,0.24544921,0.49089842,1.50910158,0.0,False,1.0,0.0,3371.727549767183,3371.727549767183,4046.0730597206193,1688.143589632699,674.3455099534367,True
11->4,11,4,403,395,3.0,0.24294915,0.72884745,2.27115255,1.0,True,0.16578757820948983,0.8342124217905101,2528.9684149376562,2528.9684149376562,3034.7620979251874,419.2715488808062,505.79368298753127,False
11->5,11,5,403,396,1.0,0.27028348,0.27028348,0.72971652,1.0,True,0.17746061898552018,0.8225393810144799,2362.617414937656,2362.617414937656,2835.1408979251873,419.271548880806,472.5234829875312,False
11->6,11,6,403,397,12.0,0.28339137,3.40069644,8.599303560000001,1.0,True,0.1474807681625364,0.8525192318374636,1995.3215090152896,1995.3215090152896,2394.3858108183476,294.2715488808062,399.06430180305796,False
11->8,11,8,403,399,36.0,0.39094052,14.07385872,21.92614128,1.0,True,0.1482569082846335,0.8517430917153666,2239.5179006603717,2239.5179006603717,2687.421480792446,332.02399999999966,447.90358013207435,False
11->9,11,9,403,401,9.0,0.15894164,1.43047476,7.56952524,1.0,True,0.13556288720110501,0.864437112798895,1049.6751945752321,1049.6751945752321,1259.6102334902785,142.29700000000014,209.93503891504645,False
12->10,12,10,404,402,27.0,0.23492839,6.34306653,20.656933470000002,1.0,True,0.18990091108753104,0.810099088912469,1078.759184621779,1060.091992965859,1272.1103915590306,201.31243530081315,212.0183985931718,False
12->11,12,11,404,403,50.0,0.26723616,13.361808,36.638192000000004,1.0,True,0.11342833516468329,0.8865716648353167,636.304851827467,636.304851827467,763.5658221929604,72.17500000000007,127.2609703654934,False
12->13,12,13,404,405,31.0,0.39301023,12.18331713,18.81668287,1.0,True,0.0,1.0,692.1219239092029,692.1219239092029,830.5463086910435,0.0,138.4243847818406,False
12->14,12,14,404,406,25.0,0.15825603,3.95640075,21.04359925,1.0,True,0.0,1.0,1067.8876570367659,1067.8876570367659,1281.465188444119,0.0,213.57753140735318,False
12->15,12,15,404,407,5.0,0.16807217,0.8403608499999999,4.15963915,1.0,True,0.10211380677973383,0.8978861932202662,1496.139796901959,1406.31755465898,1687.581065590776,143.60443904739486,281.263510931796,False
12->16,12,16,404,408,1.0,0.24955364,0.24955364,0.75044636,0.0,False,1.0,0.0,1535.673188039312,1535.673188039312,1842.8078256471742,1234.963779609614,307.13463760786243,True
12->17,12,17,404,409,5.0,0.23817955,1.19089775,3.80910225,1.0,True,0.1494848091190874,0.8505151908809125,1757.2685361578929,1757.2685361578929,2108.7222433894713,262.6849516985408,351.4537072315786,False
12->18,12,18,404,410,4.0,0.27945551,1.11782204,2.88217796,1.0,True,0.08400708210798764,0.9159929178920123,1631.5285361578929,1631.5285361578929,1957.8342433894713,137.059951698541,326.3057072315786,False
12->19,12,19,404,412,6.0,0.26473018,1.58838108,4.41161892,1.0,True,0.07284612569101326,0.9271538743089868,1881.4995361578929,1881.4995361578929,2257.7994433894714,137.059951698541,376.2999072315786,False
12->2,12,2,404,393,5.0,0.19398554,0.9699277000000001,4.0300723,1.0,True,0.16971305554059238,0.8302869444594076,2680.411695825839,2680.411695825839,3216.494034991007,454.90085900534405,536.0823391651678,False
12->20,12,20,404,413,3.0,0.18354968,0.5506490399999999,2.44935096,1.0,True,0.06179763250146775,0.9382023674985323,2217.883536157893,2217.883536157893,2661.4602433894715,137.05995169854123,443.57670723157867,False
12->21,12,21,404,414,2.0,0.32049979,0.64099958,1.35900042,1.0,True,0.059577645702808914,0.9404223542971911,1872.7720400296619,1872.7720400296619,2247.3264480355942,111.57534908301386,374.5544080059324,False
12->22,12,22,404,415,2.0,0.54001456,1.08002912,0.9199708799999999,1.0,True,0.018664968479985524,0.9813350315200144,1479.9382077510609,1479.9382077510609,1775.925849301273,27.62299999999982,295.9876415502122,False
12->23,12,23,404,416,6.0,0.28392042,1.70352252,4.29647748,0.0,False,1.0,0.0,1183.5843203776972,1175.273414460154,1410.3280973521848,697.7805712573141,235.05468289203083,True
12->24,12,24,404,417,1.0,0.21560585,0.21560585,0.78439415,0.0,False,1.0,0.0,2006.013372530951,1949.678130406484,2339.6137564877804,863.928956516585,389.9356260812968,True
12->26,12,26,404,419,9.0,0.48323363,4.349102670000001,4.65089733,1.0,True,0.19478573851110728,0.8052142614888927,2529.5939809163947,2529.5939809163947,3035.5127770996737,492.7288317060518,505.91879618327897,False
12->27,12,27,404,420,1.0,0.39139029,0.39139029,0.6086097100000001,0.0,False,1.0,0.0,3882.4380061673437,3334.2003478322586,4001.04041739871,1162.5879189960083,666.8400695664518,True
12->28,12,28,404,421,1.0,0.2053455,0.2053455,0.7946545,1.0,True,0.11514796720335271,0.8848520327966473,2624.207144560463,2624.207144560463,3149.0485734725553,302.17211821665205,524.8414289120926,False
12->4,12,4,404,395,3.0,0.25951742,0.77855226,2.22144774,0.0,False,1.0,0.0,2452.242536157893,2452.242536157893,2942.6910433894714,823.884951698541,490.4485072315786,True
12->5,12,5,404,396,3.0,0.28690583,0.8607174899999999,2.13928251,1.0,True,0.16616867240889655,0.8338313275911035,2292.471536157893,2292.471536157893,2750.9658433894715,380.9369516985407,458.4943072315786,False
12->6,12,6,404,397,9.0,0.23837982,2.1454183799999997,6.854581619999999,0.0,False,1.0,0.0,2366.345975345569,2075.641167725491,2490.7694012705892,1054.379599569004,415.1282335450982,True
12->7,12,7,404,398,2.0,0.39807287,0.79614574,1.20385426,1.0,True,0.1707638660318761,0.8292361339681239,3076.331459578481,3014.109772032156,3616.931726438587,514.7010373166677,602.8219544064312,False
12->8,12,8,404,399,16.0,0.39906969,6.38511504,9.614884960000001,1.0,True,0.19984559855024686,0.8001544014497531,3104.909421784382,2611.8761727208057,3134.251407264967,521.9719570765174,522.3752345441611,False
12->9,12,9,404,401,4.0,0.14300367,0.57201468,3.42798532,1.0,True,0.14978781361477955,0.8502121863852204,1558.1156774540027,1533.4865525220966,1840.1838630265158,229.69759790995067,306.69731050441936,False
13->10,13,10,405,402,13.0,0.34781718,4.52162334,8.478376659999999,1.0,True,0.09183054641732973,0.9081694535826703,1427.4957678210806,1403.1169913161277,1683.7403895793532,128.8489999999997,280.62339826322557,False
13->11,13,11,405,403,26.0,0.41507432,10.79193232,15.20806768,1.0,True,0.07364807352689946,0.9263519264731005,979.998478488898,979.998478488898,1175.9981741866775,72.17499999999995,195.9996956977796,False
13->12,13,12,405,404,32.0,0.34513746,11.04439872,20.95560128,1.0,True,0.0,1.0,692.121923909203,692.121923909203,830.5463086910436,0.0,138.42438478184062,False
13->14,13,14,405,406,29.0,0.26862634,7.790163860000001,21.20983614,1.0,True,1.2625818006244787e-16,0.9999999999999999,900.431462463549,900.431462463549,1080.5177549562588,1.1368683772161603e-13,180.08629249270982,False
13->15,13,15,405,407,18.0,0.35882751,6.458895180000001,11.54110482,1.0,True,0.15392872441659985,0.8460712755834001,1352.2201902825338,1318.6739587800348,1582.4087505360417,202.98180039639874,263.734791756007,False
13->16,13,16,405,408,11.0,0.41226181,4.53487991,6.465120090000001,1.0,True,0.07721569500622565,0.9227843049937744,1647.7867613539108,1647.7867613539108,1977.344113624693,127.2349999999999,329.5573522707822,False
13->17,13,17,405,409,7.0,0.39714457,2.7800119899999998,4.21998801,1.0,True,0.08621140251177309,0.9137885974882269,1591.796341584676,1589.812341584676,1907.7748099016112,137.059951698541,317.9624683169352,False
13->18,13,18,405,410,26.0,0.38015553,9.88404378,16.11595622,1.0,True,0.09361555969986458,0.9063844403001354,1464.072341584676,1464.072341584676,1756.886809901611,137.05995169854077,292.81446831693523,False
13->19,13,19,405,412,8.0,0.37506271,3.00050168,4.99949832,1.0,True,0.07996294397773245,0.9200370560222676,1714.043341584676,1714.043341584676,2056.852009901611,137.05995169854077,342.8086683169352,False
13->2,13,2,405,393,1.0,0.31281305,0.31281305,0.6871869500000001,1.0,True,0.18102225000744837,0.8189777499925517,2512.9555012526225,2512.9555012526225,3015.546601503147,454.90085900534496,502.5911002505245,False
13->20,13,20,405,413,5.0,0.3533425,1.7667125000000001,3.2332875,1.0,True,0.06684457864896311,0.9331554213510369,2050.427341584676,2050.427341584676,2460.512809901611,137.05995169854123,410.08546831693525,False
13->21,13,21,405,414,4.0,0.40038212,1.60152848,2.39847152,1.0,True,0.1479212673939291,0.8520787326060709,1789.652371114516,1703.1125345171101,2043.735041420532,251.92656462025775,340.62250690342205,False
13->22,13,22,405,415,6.0,0.66507441,3.9904464600000003,2.0095535399999997,1.0,True,0.021081774398689437,0.9789182256013106,1312.482013177844,1310.2787022385091,1572.3344426862109,27.62299999999982,262.05574044770185,False
13->23,13,23,405,416,12.0,0.35802183,4.29626196,7.70373804,0.0,False,1.0,0.0,904.0987460461341,783.3528978359741,940.0234774031688,697.7805712573141,156.67057956719484,True
13->24,13,24,405,417,1.0,0.36545712,0.36545712,0.6345428799999999,0.0,False,1.0,0.0,1913.664995972764,1678.503461992464,2014.2041543909568,628.8059827949198,335.70069239849283,True
13->25,13,25,405,418,1.0,0.47993944,0.47993944,0.52006056,0.0,False,1.0,0.0,2144.7758263040023,1991.4825613734492,2389.779073648139,556.251,398.29651227468986,True
13->26,13,26,405,419,4.0,0.60724082,2.42896328,1.57103672,1.0,True,0.11785674920817682,0.8821432507918232,2365.8702535268985,2336.069993519432,2803.2839922233184,275.32161535896694,467.21399870388643,False
13->27,13,27,405,420,1.0,0.50410141,0.50410141,0.49589859000000003,0.0,False,1.0,0.0,3323.5375641380106,2958.9837875858066,3550.7805451029676,1397.4029387220903,591.7967575171614,True
13->28,13,28,405,421,1.0,0.37198906,0.37198906,0.62801094,1.0,True,0.12299664246317711,0.8770033575368229,2456.7509499872463,2456.7509499872463,2948.1011399846952,302.17211821665205,491.35018999744926,False
13->3,13,3,405,394,1.0,0.37624228,0.37624228,0.62375772,0.0,False,1.0,0.0,3248.38084406385,3166.92997589666,3800.315971075992,1149.7567899046267,633.385995179332,True
13->4,13,4,405,395,3.0,0.39746089,1.19238267,1.8076173299999998,0.0,False,1.0,0.0,2500.2106410689094,2284.786341584676,2741.743609901611,640.0665638641076,456.9572683169352,True
13->5,13,5,405,396,18.0,0.42476522,7.64577396,10.354226039999999,1.0,True,0.1792631536553836,0.8207368463446164,2125.0153415846758,2125.0153415846758,2550.018409901611,380.9369516985412,425.0030683169352,False
13->6,13,6,405,397,22.0,0.34052967,7.49165274,14.50834726,1.0,True,0.09193306554297824,0.9080669344570218,2187.75474104009,2187.75474104009,2625.3056892481077,201.12699999999995,437.550948208018,False
13->7,13,7,405,398,4.0,0.54464003,2.17856012,1.8214398799999998,1.0,True,0.18729990446607436,0.8127000955339256,2904.9242650052643,2904.9242650052643,3485.909118006317,544.0920373166673,580.9848530010529,False
13->8,13,8,405,399,15.0,0.4919729,7.3795934999999995,7.620406500000001,1.0,True,0.08037173358406428,0.9196282664159358,2933.780192178803,2933.780192178803,3520.536230614564,235.79299999999967,586.7560384357606,False
13->9,13,9,405,401,2.0,0.26900722,0.53801444,1.46198556,1.0,True,0.030525791313871647,0.9694742086861283,1886.1456730641296,1876.5115508723657,2251.8138610468386,57.28199999999947,375.3023101744732,False
14->1,14,1,406,392,2.0,0.37161776,0.74323552,1.25676448,0.0,False,1.0,0.0,2317.86729578308,2265.5168775939756,2718.6202531127706,1247.283677136225,453.10337551879513,True
14->10,14,10,406,402,23.0,0.1588764,3.6541572,19.3458428,1.0,True,0.19899183953937485,0.8010081604606252,647.5089646804561,647.5089646804561,777.0107576165473,128.84900000000005,129.50179293609122,False
14->11,14,11,406,403,24.0,0.13297083,3.1912999200000005,20.80870008,1.0,True,0.19915758208353737,0.8008424179164626,1400.4943176704119,1216.3398028868721,1459.6077634642465,242.2432941349159,243.26796057737442,False
14->12,14,12,406,404,22.0,0.16601891,3.65241602,18.34758398,1.0,True,2.1291909682162743e-16,0.9999999999999998,1067.887657036766,1067.887657036766,1281.4651884441193,2.2737367544323206e-13,213.57753140735323,False
14->13,14,13,406,405,40.0,0.33133021,13.2532084,26.7467916,1.0,True,1.2625818006244787e-16,0.9999999999999999,900.431462463549,900.431462463549,1080.5177549562588,1.1368683772161603e-13,180.08629249270982,False
14->15,14,15,406,407,6.0,0.14465364,0.8679218399999999,5.13207816,1.0,True,0.11884178991095934,0.8811582100890407,482.837643567216,418.24249631648604,501.89099557978324,49.70468687907902,83.64849926329721,False
14->16,14,16,406,408,5.0,0.14041279,0.7020639500000001,4.29793605,1.0,True,0.14082626307932536,0.8591737369206747,803.5222563732699,747.355298890362,896.8263586684343,105.24725393526194,149.4710597780724,False
14->17,14,17,406,409,3.0,0.15330078,0.45990233999999997,2.54009766,1.0,True,0.154583472089406,0.845416527910594,812.6677341504061,812.6677341504061,975.2012809804872,125.62500000000011,162.53354683008124,False
14->18,14,18,406,410,12.0,0.1753775,2.10453,9.89547,1.0,True,1.6550043340763377e-16,0.9999999999999999,686.9277341504061,686.9277341504061,824.3132809804873,1.1368683772161603e-13,137.3855468300812,False
14->19,14,19,406,412,9.0,0.18636591,1.6772931899999999,7.32270681,1.0,True,0.0,1.0,936.898734150406,936.898734150406,1124.278480980487,0.0,187.37974683008122,False
14->2,14,2,406,393,3.0,0.15867813,0.47603439000000003,2.5239656100000003,1.0,True,0.18310802659363032,0.8168919734063697,1735.810893818353,1735.810893818353,2082.9730725820236,317.8409073068042,347.1621787636706,False
14->20,14,20,406,413,9.0,0.13071381,1.1764242900000002,7.82357571,1.0,True,0.0,1.0,1273.2827341504058,1273.2827341504058,1527.939280980487,0.0,254.65654683008117,False
14->21,14,21,406,414,7.0,0.15827226,1.10790582,5.892094180000001,0.0,False,1.0,0.0,1125.144491324081,980.465498919024,1176.5585987028287,355.182410264056,196.0930997838048,True
14->22,14,22,406,415,17.0,0.46429027,7.89293459,9.10706541,1.0,True,0.0416808173619888,0.9583191826380112,662.7269268762251,662.7269268762251,795.2723122514701,27.623000000000047,132.54538537524502,False
14->23,14,23,406,416,4.0,0.17491922,0.69967688,3.30032312,0.0,False,1.0,0.0,1383.5829530145002,1383.5829530145002,1660.2995436174,745.4843552189442,276.71659060290006,True
14->24,14,24,406,417,3.0,0.20221394,0.60664182,2.39335818,0.0,False,1.0,0.0,1187.4600916561149,1187.4600916561149,1424.9521099873377,649.4429565165849,237.492018331223,True
14->25,14,25,406,418,3.0,0.21610531,0.64831593,2.35168407,0.0,False,1.0,0.0,1647.0973968587268,1392.529479766581,1671.0353757198973,661.861822607252,278.5058959533162,True
14->26,14,26,406,419,15.0,0.33897893,5.0846839500000005,9.91531605,1.0,True,0.19927373284049696,0.800726267159503,1725.7680789186968,1637.287439805757,1964.7449277669084,326.2683798629537,327.4574879611514,False
14->27,14,27,406,420,4.0,0.23177743,0.92710972,3.07289028,1.0,True,0.15407000869207968,0.8459299913079203,2906.889588620059,2441.8938067216204,2930.2725680659446,376.22260002673556,488.3787613443241,False
14->28,14,28,406,421,6.0,0.154651,0.9279060000000001,5.072094,1.0,True,0.09830408610337994,0.9016959138966201,1679.606342552976,1679.606342552976,2015.5276110635712,165.11216651811083,335.9212685105952,False
14->29,14,29,406,423,1.0,0.15577384,0.15577384,0.8442261600000001,1.0,True,0.17335241434268675,0.8266475856573132,1745.2942941308038,1745.2942941308038,2094.3531529569645,302.5509796260901,349.05885882616076,False
14->3,14,3,406,394,1.0,0.19625352,0.19625352,0.80374648,0.0,False,1.0,0.0,2565.1803908799425,2389.78536846239,2867.742442154868,1446.6056593610824,477.95707369247805,True
14->30,14,30,406,424,1.0,0.19184806,0.19184806,0.80815194,0.0,False,1.0,0.0,1992.1957341504058,1992.1957341504058,2390.6348809804867,828.6569999999997,398.4391468300812,True
14->4,14,4,406,395,5.0,0.17632053,0.88160265,4.1183973499999995,0.0,False,1.0,0.0,1557.141117091559,1507.6417341504061,1809.1700809804872,417.1824984447039,301.52834683008126,True
