origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,origin_protected_share,destination_protected_share,generation_method,generation_seed
2,9,393,401,5.000000,0.13099913,0.65499563,4.34500437,0.15934061,0.07110743,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,10,393,402,2.000000,0.22966759,0.45933518,1.54066482,0.15934061,0.26153531,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,11,393,403,1.000000,0.19980637,0.19980637,0.80019363,0.15934061,0.24383339,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,12,393,404,3.000000,0.17857378,0.53572134,2.46427866,0.15934061,0.24039549,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,13,393,405,5.000000,0.34762609,1.73813047,3.26186953,0.15934061,0.51499876,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,14,393,406,3.000000,0.13387533,0.40162599,2.59837401,0.15934061,0.06710322,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,16,393,408,1.000000,0.25344064,0.25344064,0.74655936,0.15934061,0.27291615,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,17,393,409,2.000000,0.16392046,0.32784091,1.67215909,0.15934061,0.24437834,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,18,393,410,2.000000,0.22168525,0.44337049,1.55662951,0.15934061,0.31395496,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,19,393,412,8.000000,0.22273089,1.78184708,6.21815292,0.15934061,0.29900358,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,20,393,413,9.000000,0.20263447,1.82371022,7.17628978,0.15934061,0.22464177,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,21,393,414,1.000000,0.23219631,0.23219631,0.76780369,0.15934061,0.33353233,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,22,393,415,1.000000,0.54487224,0.54487224,0.45512776,0.15934061,0.85454955,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,26,393,419,8.000000,0.41847748,3.34781984,4.65218016,0.15934061,0.69803216,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,27,393,420,1.000000,0.37193587,0.37193587,0.62806413,0.15934061,0.49510182,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,28,393,421,1.000000,0.21729521,0.21729521,0.78270479,0.15934061,0.17701773,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
2,29,393,423,1.000000,0.20922670,0.20922670,0.79077330,0.15934061,0.30008886,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,1,394,392,8.000000,0.50066818,4.00534546,3.99465454,0.23830746,0.73741142,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,2,394,393,8.000000,0.18957284,1.51658269,6.48341731,0.23830746,0.15934061,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,4,394,395,12.000000,0.19028143,2.28337720,9.71662280,0.23830746,0.22055417,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,5,394,396,3.000000,0.34083273,1.02249819,1.97750181,0.23830746,0.36887416,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,6,394,397,21.000000,0.28808712,6.04982942,14.95017058,0.23830746,0.24642650,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,7,394,398,24.000000,0.46741410,11.21793842,12.78206158,0.23830746,0.60468921,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,8,394,399,12.000000,0.40004713,4.80056557,7.19943443,0.23830746,0.53678249,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,9,394,401,2.000000,0.19463631,0.38927262,1.61072738,0.23830746,0.07110743,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,10,394,402,2.000000,0.26431513,0.52863026,1.47136974,0.23830746,0.26153531,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,11,394,403,1.000000,0.24253278,0.24253278,0.75746722,0.23830746,0.24383339,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,12,394,404,1.000000,0.24862256,0.24862256,0.75137744,0.23830746,0.24039549,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,13,394,405,2.000000,0.38376721,0.76753442,1.23246558,0.23830746,0.51499876,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,16,394,408,1.000000,0.24068977,0.24068977,0.75931023,0.23830746,0.27291615,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,17,394,409,2.000000,0.21469595,0.42939191,1.57060809,0.23830746,0.24437834,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,18,394,410,1.000000,0.24848488,0.24848488,0.75151512,0.23830746,0.31395496,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,19,394,412,4.000000,0.26987999,1.07951994,2.92048006,0.23830746,0.29900358,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,20,394,413,7.000000,0.27600209,1.93201464,5.06798536,0.23830746,0.22464177,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,21,394,414,1.000000,0.29606910,0.29606910,0.70393090,0.23830746,0.33353233,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,25,394,418,3.000000,0.28189768,0.84569305,2.15430695,0.23830746,0.41743330,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,26,394,419,5.000000,0.47486265,2.37431323,2.62568677,0.23830746,0.69803216,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,27,394,420,1.000000,0.38064264,0.38064264,0.61935736,0.23830746,0.49510182,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,28,394,421,5.000000,0.18954636,0.94773180,4.05226820,0.23830746,0.17701773,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
3,29,394,423,1.000000,0.28637951,0.28637951,0.71362049,0.23830746,0.30008886,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,1,395,392,2.000000,0.52761776,1.05523551,0.94476449,0.22055417,0.73741142,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,2,395,393,4.000000,0.20162396,0.80649584,3.19350416,0.22055417,0.15934061,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,3,395,394,10.000000,0.23139872,2.31398715,7.68601285,0.22055417,0.23830746,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,5,395,396,10.000000,0.26109389,2.61093891,7.38906109,0.22055417,0.36887416,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,6,395,397,19.000000,0.18434236,3.50250485,15.49749515,0.22055417,0.24642650,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,7,395,398,7.000000,0.40408423,2.82858959,4.17141041,0.22055417,0.60468921,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,8,395,399,14.000000,0.34211705,4.78963877,9.21036123,0.22055417,0.53678249,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,9,395,401,2.000000,0.13654455,0.27308910,1.72691090,0.22055417,0.07110743,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,10,395,402,4.000000,0.23756756,0.95027024,3.04972976,0.22055417,0.26153531,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,11,395,403,2.000000,0.25906383,0.51812766,1.48187234,0.22055417,0.24383339,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,12,395,404,3.000000,0.18856533,0.56569598,2.43430402,0.22055417,0.24039549,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,13,395,405,5.000000,0.37716150,1.88580752,3.11419248,0.22055417,0.51499876,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,14,395,406,8.000000,0.14370543,1.14964341,6.85035659,0.22055417,0.06710322,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,15,395,407,3.000000,0.19767751,0.59303253,2.40696747,0.22055417,0.16299935,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,16,395,408,2.000000,0.23726135,0.47452270,1.52547730,0.22055417,0.27291615,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,17,395,409,5.000000,0.20885440,1.04427199,3.95572801,0.22055417,0.24437834,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,18,395,410,6.000000,0.28493881,1.70963287,4.29036713,0.22055417,0.31395496,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,19,395,412,8.000000,0.21746620,1.73972960,6.26027040,0.22055417,0.29900358,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,20,395,413,8.000000,0.26299060,2.10392479,5.89607521,0.22055417,0.22464177,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,21,395,414,2.000000,0.28498518,0.56997035,1.43002965,0.22055417,0.33353233,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,22,395,415,1.000000,0.54091359,0.54091359,0.45908641,0.22055417,0.85454955,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,23,395,416,1.000000,0.27319267,0.27319267,0.72680733,0.22055417,0.25559332,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,24,395,417,1.000000,0.21693910,0.21693910,0.78306090,0.22055417,0.23797094,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,26,395,419,5.000000,0.50748345,2.53741727,2.46258273,0.22055417,0.69803216,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,27,395,420,3.000000,0.36732805,1.10198415,1.89801585,0.22055417,0.49510182,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,28,395,421,3.000000,0.20829815,0.62489444,2.37510556,0.22055417,0.17701773,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,29,395,423,6.000000,0.23455482,1.40732890,4.59267110,0.22055417,0.30008886,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
4,30,395,424,1.000000,0.28481863,0.28481863,0.71518137,0.22055417,0.39780414,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,2,396,393,4.000000,0.24008492,0.96033968,3.03966032,0.36887416,0.15934061,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,3,396,394,5.000000,0.33486826,1.67434128,3.32565872,0.36887416,0.23830746,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,4,396,395,10.000000,0.26214036,2.62140356,7.37859644,0.36887416,0.22055417,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,6,396,397,20.000000,0.33981101,6.79622021,13.20377979,0.36887416,0.24642650,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,7,396,398,15.000000,0.52271495,7.84072420,7.15927580,0.36887416,0.60468921,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,8,396,399,13.000000,0.49985632,6.49813220,6.50186780,0.36887416,0.53678249,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,9,396,401,1.000000,0.24280914,0.24280914,0.75719086,0.36887416,0.07110743,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,10,396,402,1.000000,0.36455636,0.36455636,0.63544364,0.36887416,0.26153531,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,11,396,403,2.000000,0.28053113,0.56106225,1.43893775,0.36887416,0.24383339,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,12,396,404,3.000000,0.25843113,0.77529340,2.22470660,0.36887416,0.24039549,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,13,396,405,40.000000,0.41726674,16.69066943,23.30933057,0.36887416,0.51499876,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,14,396,406,13.000000,0.18319267,2.38150472,10.61849528,0.36887416,0.06710322,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,15,396,407,6.000000,0.28290263,1.69741577,4.30258423,0.36887416,0.16299935,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,16,396,408,4.000000,0.35919396,1.43677583,2.56322417,0.36887416,0.27291615,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,17,396,409,4.000000,0.30875153,1.23500611,2.76499389,0.36887416,0.24437834,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,18,396,410,8.000000,0.32372573,2.58980583,5.41019417,0.36887416,0.31395496,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,19,396,412,8.000000,0.37027848,2.96222786,5.03777214,0.36887416,0.29900358,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,20,396,413,7.000000,0.29046559,2.03325914,4.96674086,0.36887416,0.22464177,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,21,396,414,2.000000,0.32908035,0.65816071,1.34183929,0.36887416,0.33353233,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,22,396,415,1.000000,0.63201422,0.63201422,0.36798578,0.36887416,0.85454955,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,26,396,419,3.000000,0.50138653,1.50415960,1.49584040,0.36887416,0.69803216,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,27,396,420,1.000000,0.47816110,0.47816110,0.52183890,0.36887416,0.49510182,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,28,396,421,2.000000,0.24111120,0.48222240,1.51777760,0.36887416,0.17701773,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
5,29,396,423,1.000000,0.34268186,0.34268186,0.65731814,0.36887416,0.30008886,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,1,397,392,4.000000,0.50278657,2.01114627,1.98885373,0.24642650,0.73741142,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,2,397,393,11.000000,0.21330534,2.34635878,8.65364122,0.24642650,0.15934061,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,3,397,394,19.000000,0.25301230,4.80723363,14.19276637,0.24642650,0.23830746,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,4,397,395,26.000000,0.26382890,6.85955145,19.14044855,0.24642650,0.22055417,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,5,397,396,18.000000,0.32650258,5.87704644,12.12295356,0.24642650,0.36887416,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,7,397,398,37.000000,0.37608546,13.91516210,23.08483790,0.24642650,0.60468921,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,8,397,399,55.000000,0.39999026,21.99946454,33.00053546,0.24642650,0.53678249,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,9,397,401,5.000000,0.17114374,0.85571871,4.14428129,0.24642650,0.07110743,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,10,397,402,7.000000,0.22060165,1.54421158,5.45578842,0.24642650,0.26153531,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,11,397,403,24.000000,0.21319577,5.11669848,18.88330152,0.24642650,0.24383339,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,12,397,404,5.000000,0.28827097,1.44135484,3.55864516,0.24642650,0.24039549,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,13,397,405,39.000000,0.34684901,13.52711135,25.47288865,0.24642650,0.51499876,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,14,397,406,35.000000,0.16509543,5.77834018,29.22165982,0.24642650,0.06710322,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,15,397,407,13.000000,0.20296260,2.63851383,10.36148617,0.24642650,0.16299935,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,16,397,408,15.000000,0.30932290,4.63984346,10.36015654,0.24642650,0.27291615,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,17,397,409,14.000000,0.24971500,3.49600994,10.50399006,0.24642650,0.24437834,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,18,397,410,23.000000,0.28113605,6.46612924,16.53387076,0.24642650,0.31395496,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,19,397,412,15.000000,0.22468726,3.37030887,11.62969113,0.24642650,0.29900358,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,20,397,413,10.000000,0.20743716,2.07437157,7.92562843,0.24642650,0.22464177,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,21,397,414,1.000000,0.29407288,0.29407288,0.70592712,0.24642650,0.33353233,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,22,397,415,3.000000,0.59505595,1.78516786,1.21483214,0.24642650,0.85454955,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,23,397,416,1.000000,0.20163471,0.20163471,0.79836529,0.24642650,0.25559332,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,24,397,417,1.000000,0.24371942,0.24371942,0.75628058,0.24642650,0.23797094,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,25,397,418,1.000000,0.37300335,0.37300335,0.62699665,0.24642650,0.41743330,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,26,397,419,5.000000,0.45481003,2.27405017,2.72594983,0.24642650,0.69803216,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,27,397,420,2.000000,0.37043298,0.74086597,1.25913403,0.24642650,0.49510182,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,28,397,421,4.000000,0.17425397,0.69701587,3.30298413,0.24642650,0.17701773,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,29,397,423,5.000000,0.24829889,1.24149445,3.75850555,0.24642650,0.30008886,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
6,30,397,424,3.000000,0.27478969,0.82436907,2.17563093,0.24642650,0.39780414,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,1,398,392,2.000000,0.67329899,1.34659799,0.65340201,0.60468921,0.73741142,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,2,398,393,5.000000,0.38752855,1.93764276,3.06235724,0.60468921,0.15934061,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,3,398,394,24.000000,0.43669984,10.48079620,13.51920380,0.60468921,0.23830746,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,4,398,395,9.000000,0.45831761,4.12485846,4.87514154,0.60468921,0.22055417,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,5,398,396,16.000000,0.46977378,7.51638050,8.48361950,0.60468921,0.36887416,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,6,398,397,29.000000,0.45099974,13.07899249,15.92100751,0.60468921,0.24642650,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,8,398,399,37.000000,0.59172724,21.89390804,15.10609196,0.60468921,0.53678249,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,9,398,401,2.000000,0.35725402,0.71450804,1.28549196,0.60468921,0.07110743,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,10,398,402,5.000000,0.44284431,2.21422157,2.78577843,0.60468921,0.26153531,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,11,398,403,3.000000,0.42830214,1.28490642,1.71509358,0.60468921,0.24383339,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,12,398,404,2.000000,0.42411597,0.84823193,1.15176807,0.60468921,0.24039549,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,13,398,405,7.000000,0.59396133,4.15772934,2.84227066,0.60468921,0.51499876,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,14,398,406,9.000000,0.33224967,2.99024703,6.00975297,0.60468921,0.06710322,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,15,398,407,4.000000,0.35570144,1.42280577,2.57719423,0.60468921,0.16299935,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,16,398,408,2.000000,0.44219154,0.88438309,1.11561691,0.60468921,0.27291615,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,17,398,409,2.000000,0.40894394,0.81788789,1.18211211,0.60468921,0.24437834,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,18,398,410,8.000000,0.42886771,3.43094167,4.56905833,0.60468921,0.31395496,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,19,398,412,5.000000,0.41523166,2.07615831,2.92384169,0.60468921,0.29900358,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,20,398,413,11.000000,0.42823612,4.71059737,6.28940263,0.60468921,0.22464177,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,21,398,414,1.000000,0.49108386,0.49108386,0.50891614,0.60468921,0.33353233,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,22,398,415,1.000000,0.72886473,0.72886473,0.27113527,0.60468921,0.85454955,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,26,398,419,3.000000,0.68688656,2.06065968,0.93934032,0.60468921,0.69803216,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,27,398,420,1.000000,0.55525060,0.55525060,0.44474940,0.60468921,0.49510182,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
7,28,398,421,4.000000,0.40267047,1.61068187,2.38931813,0.60468921,0.17701773,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072401
