od,origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,z_value,covered,u_w,path_length,shortest_length,detour_cap,model_uncovered_length,uncovered_cap_if_required
11->22,11,22,403,415,5.0,0.51834963,2.59174815,2.40825185,1.0,True,0.18526149808120107,1758.622070440173,1758.622070440173,2110.3464845282074,325.80495932840995,351.7244140880346
11->23,11,23,403,416,2.0,0.21787196,0.43574392,1.56425608,1.0,True,0.17084441464605055,1480.248431111606,1463.149969039849,1755.779962847819,249.971,292.6299938079698
11->26,11,26,403,419,4.0,0.47239445,1.8895778,2.1104222,1.0,True,0.19129872343355178,2818.124287105568,2766.89593614156,3320.275123369872,529.3036604573626,553.379187228312
11->27,11,27,403,420,1.0,0.36002044,0.36002044,0.63997956,0.0,False,1.0,3972.992559803767,3571.502303057423,4285.802763668908,0.0,714.3004606114846
11->28,11,28,403,421,1.0,0.1990138,0.1990138,0.8009862,0.0,False,1.0,3022.203941537391,2791.0696502203787,3349.2835802644545,0.0,558.2139300440757
11->3,11,3,403,394,2.0,0.24544921,0.49089842,1.50910158,1.0,True,0.16673395296797672,3663.341259021066,3371.727549767183,4046.0730597206193,562.1814627037129,674.3455099534367
11->4,11,4,403,395,3.0,0.24294915,0.72884745,2.27115255,1.0,True,0.02460708821558776,2528.9684149376562,2528.9684149376562,3034.7620979251874,62.230548880806055,505.79368298753127
11->5,11,5,403,396,1.0,0.27028348,0.27028348,0.72971652,1.0,True,0.04111734226058335,2362.617414937656,2362.617414937656,2835.1408979251873,97.14454888080627,472.5234829875312
11->6,11,6,403,397,12.0,0.28339137,3.40069644,8.599303560000001,1.0,True,0.03118823137005006,1995.3215090152896,1995.3215090152896,2394.3858108183476,62.23054888080628,399.06430180305796
11->8,11,8,403,399,36.0,0.39094052,14.07385872,21.92614128,1.0,True,0.0,2239.5179006603717,2239.5179006603717,2687.421480792446,0.0,447.90358013207435
11->9,11,9,403,401,9.0,0.15894164,1.43047476,7.56952524,1.0,True,0.0,1049.6751945752321,1049.6751945752321,1259.6102334902785,0.0,209.93503891504645
12->10,12,10,404,402,27.0,0.23492839,6.34306653,20.656933470000002,1.0,True,0.0,1065.074851827467,1060.091992965859,1272.1103915590306,0.0,212.0183985931718
12->11,12,11,404,403,50.0,0.26723616,13.361808,36.638192000000004,1.0,True,0.11342833516468329,636.304851827467,636.304851827467,763.5658221929604,72.17500000000007,127.2609703654934
12->13,12,13,404,405,31.0,0.39301023,12.18331713,18.81668287,1.0,True,0.0,692.1219239092029,692.1219239092029,830.5463086910435,0.0,138.4243847818406
12->14,12,14,404,406,25.0,0.15825603,3.95640075,21.04359925,1.0,True,0.0,1067.8876570367659,1067.8876570367659,1281.465188444119,0.0,213.57753140735318
12->15,12,15,404,407,5.0,0.16807217,0.8403608499999999,4.15963915,1.0,True,0.17814087206069926,1629.0181578392608,1406.31755465898,1687.581065590776,250.5226355812208,281.263510931796
12->16,12,16,404,408,1.0,0.24955364,0.24955364,0.75044636,0.0,False,1.0,1828.726627589749,1535.673188039312,1842.8078256471742,0.0,307.13463760786243
12->17,12,17,404,409,5.0,0.23817955,1.19089775,3.80910225,1.0,True,0.14183717222010558,1757.2685361578929,1757.2685361578929,2108.7222433894713,249.24599999999987,351.4537072315786
12->18,12,18,404,410,4.0,0.27945551,1.11782204,2.88217796,1.0,True,0.0,1631.5285361578929,1631.5285361578929,1957.8342433894713,0.0,326.3057072315786
12->19,12,19,404,412,6.0,0.26473018,1.58838108,4.41161892,1.0,True,0.0,1881.4995361578929,1881.4995361578929,2257.7994433894714,0.0,376.2999072315786
12->2,12,2,404,393,5.0,0.19398554,0.9699277000000001,4.0300723,1.0,True,0.09252795023474417,2680.411695825839,2680.411695825839,3216.494034991007,248.01299999999947,536.0823391651678
12->20,12,20,404,413,3.0,0.18354968,0.5506490399999999,2.44935096,1.0,True,2.0503662319178254e-16,2217.883536157893,2217.883536157893,2661.4602433894715,4.547473508864641e-13,443.57670723157867
12->21,12,21,404,414,2.0,0.32049979,0.64099958,1.35900042,1.0,True,0.01474979303917955,1872.7720400296619,1872.7720400296619,2247.3264480355942,27.622999999999593,374.5544080059324
12->22,12,22,404,415,2.0,0.54001456,1.08002912,0.9199708799999999,1.0,True,0.018664968479985524,1479.9382077510609,1479.9382077510609,1775.925849301273,27.62299999999982,295.9876415502122
12->23,12,23,404,416,6.0,0.28392042,1.70352252,4.29647748,1.0,True,0.1512805427336823,1193.713876531911,1175.273414460154,1410.3280973521848,177.79600000000005,235.05468289203083
12->24,12,24,404,417,1.0,0.21560585,0.21560585,0.78439415,0.0,False,1.0,2178.2650226971045,1949.678130406484,2339.6137564877804,0.0,389.9356260812968
12->26,12,26,404,419,9.0,0.48323363,4.349102670000001,4.65089733,1.0,True,0.08381140740588254,2529.5939809163947,2529.5939809163947,3035.5127770996737,212.0088317060522,505.91879618327897
12->27,12,27,404,420,1.0,0.39139029,0.39139029,0.6086097100000001,0.0,False,1.0,3334.2003478322586,3334.2003478322586,4001.04041739871,0.0,666.8400695664518
12->28,12,28,404,421,1.0,0.2053455,0.2053455,0.7946545,1.0,True,0.09944800548960553,2624.207144560463,2624.207144560463,3149.0485734725553,260.97216651811095,524.8414289120926
12->4,12,4,404,395,3.0,0.25951742,0.77855226,2.22144774,1.0,True,0.076939779494899,2452.242536157893,2452.242536157893,2942.6910433894714,188.67500000000018,490.4485072315786
12->5,12,5,404,396,3.0,0.28690583,0.8607174899999999,2.13928251,1.0,True,0.06676636877966367,2292.471536157893,2292.471536157893,2750.9658433894715,153.05999999999995,458.4943072315786
12->6,12,6,404,397,9.0,0.23837982,2.1454183799999997,6.854581619999999,0.0,False,1.0,2366.345975345569,2075.641167725491,2490.7694012705892,0.0,415.1282335450982
12->7,12,7,404,398,2.0,0.39807287,0.79614574,1.20385426,1.0,True,0.1368235123500761,3074.3474595784814,3014.109772032156,3616.931726438587,412.4010856181267,602.8219544064312
12->8,12,8,404,399,16.0,0.39906969,6.38511504,9.614884960000001,1.0,True,0.17916330378168557,2771.359312411654,2611.8761727208057,3134.251407264967,467.952364173324,522.3752345441611
12->9,12,9,404,401,4.0,0.14300367,0.57201468,3.42798532,1.0,True,0.14984574525475114,1556.1363791970107,1533.4865525220966,1840.1838630265158,229.78643530081263,306.69731050441936
13->10,13,10,405,402,13.0,0.34781718,4.52162334,8.478376659999999,1.0,True,0.0,1408.768478488898,1403.1169913161277,1683.7403895793532,0.0,280.62339826322557
13->11,13,11,405,403,26.0,0.41507432,10.79193232,15.20806768,1.0,True,0.07364807352689946,979.998478488898,979.998478488898,1175.9981741866775,72.17499999999995,195.9996956977796
13->12,13,12,405,404,32.0,0.34513746,11.04439872,20.95560128,1.0,True,0.0,692.121923909203,692.121923909203,830.5463086910436,0.0,138.42438478184062
13->14,13,14,405,406,29.0,0.26862634,7.790163860000001,21.20983614,1.0,True,1.2625818006244787e-16,900.431462463549,900.431462463549,1080.5177549562588,1.1368683772161603e-13,180.08629249270982
13->15,13,15,405,407,18.0,0.35882751,6.458895180000001,11.54110482,1.0,True,0.0,1344.4606160287228,1318.6739587800348,1582.4087505360417,0.0,263.734791756007
13->16,13,16,405,408,11.0,0.41226181,4.53487991,6.465120090000001,1.0,True,0.019500702854049878,1647.7867613539108,1647.7867613539108,1977.344113624693,32.13299999999981,329.5573522707822
13->17,13,17,405,409,7.0,0.39714457,2.7800119899999998,4.21998801,1.0,True,0.08140450774457068,1830.4423547882209,1589.812341584676,1907.7748099016112,129.4178910729438,317.9624683169352
13->18,13,18,405,410,26.0,0.38015553,9.88404378,16.11595622,1.0,True,0.0,1464.072341584676,1464.072341584676,1756.886809901611,0.0,292.81446831693523
13->19,13,19,405,412,8.0,0.37506271,3.00050168,4.99949832,1.0,True,0.0,1714.043341584676,1714.043341584676,2056.852009901611,0.0,342.8086683169352
13->2,13,2,405,393,1.0,0.31281305,0.31281305,0.6871869500000001,1.0,True,0.09869374920342738,2512.9555012526225,2512.9555012526225,3015.546601503147,248.01299999999947,502.5911002505245
13->20,13,20,405,413,5.0,0.3533425,1.7667125000000001,3.2332875,1.0,True,2.2178174357303092e-16,2050.427341584676,2050.427341584676,2460.512809901611,4.547473508864641e-13,410.08546831693525
13->21,13,21,405,414,4.0,0.40038212,1.60152848,2.39847152,1.0,True,0.12932747134460074,1851.2979303579832,1703.1125345171101,2043.735041420532,220.25923750439188,340.62250690342205
13->22,13,22,405,415,6.0,0.66507441,3.9904464600000003,2.0095535399999997,1.0,True,0.021081774398689437,1312.482013177844,1310.2787022385091,1572.3344426862109,27.62299999999982,262.05574044770185
13->23,13,23,405,416,12.0,0.35802183,4.29626196,7.70373804,1.0,True,0.19101629699835965,783.3528978359741,783.3528978359741,940.0234774031688,149.6331697875621,156.67057956719484
13->24,13,24,405,417,1.0,0.36545712,0.36545712,0.6345428799999999,0.0,False,1.0,1927.287838059591,1678.503461992464,2014.2041543909568,0.0,335.70069239849283
13->25,13,25,405,418,1.0,0.47993944,0.47993944,0.52006056,1.0,True,0.16895553419656767,2144.7758263040023,1991.4825613734492,2389.779073648139,336.472,398.29651227468986
13->26,13,26,405,419,4.0,0.60724082,2.42896328,1.57103672,1.0,True,0.10020530891983294,2365.8702535268985,2336.069993519432,2803.2839922233184,234.0866153589668,467.21399870388643
13->27,13,27,405,420,1.0,0.50410141,0.50410141,0.49589859000000003,0.0,False,1.0,3323.5375641380106,2958.9837875858066,3550.7805451029676,0.0,591.7967575171614
13->28,13,28,405,421,1.0,0.37198906,0.37198906,0.62801094,1.0,True,0.10622654547847667,2456.7509499872463,2456.7509499872463,2948.1011399846952,260.97216651811095,491.35018999744926
13->3,13,3,405,394,1.0,0.37624228,0.37624228,0.62375772,1.0,True,0.18502209792145471,3500.147431260157,3166.92997589666,3800.315971075992,585.952028110742,633.385995179332
13->4,13,4,405,395,3.0,0.39746089,1.19238267,1.8076173299999998,1.0,True,0.08257883748952208,2284.786341584676,2284.786341584676,2741.743609901611,188.67500000000064,456.9572683169352
13->5,13,5,405,396,18.0,0.42476522,7.64577396,10.354226039999999,1.0,True,0.07202771528503843,2125.0153415846758,2125.0153415846758,2550.018409901611,153.05999999999972,425.0030683169352
13->6,13,6,405,397,22.0,0.34052967,7.49165274,14.50834726,1.0,True,0.014687661005695213,2187.75474104009,2187.75474104009,2625.3056892481077,32.132999999999356,437.550948208018
13->7,13,7,405,398,4.0,0.54464003,2.17856012,1.8214398799999998,1.0,True,0.09683594474626227,2904.9242650052643,2904.9242650052643,3485.909118006317,281.3010856181263,580.9848530010529
13->8,13,8,405,399,15.0,0.4919729,7.3795934999999995,7.620406500000001,1.0,True,0.0109527632934678,2933.780192178803,2933.780192178803,3520.536230614564,32.1329999999989,586.7560384357606
13->9,13,9,405,401,2.0,0.26900722,0.53801444,1.46198556,1.0,True,0.0,1886.1456730641296,1876.5115508723657,2251.8138610468386,0.0,375.3023101744732
14->1,14,1,406,392,2.0,0.37161776,0.74323552,1.25676448,1.0,True,0.1124794313536167,2265.5168775939756,2265.5168775939756,2718.6202531127706,254.8240501137916,453.10337551879513
14->10,14,10,406,402,23.0,0.1588764,3.6541572,19.3458428,1.0,True,0.19064434978147565,647.5089646804561,647.5089646804561,777.0107576165473,123.44392554918204,129.50179293609122
14->11,14,11,406,403,24.0,0.13297083,3.1912999200000005,20.80870008,1.0,True,0.12722081963297646,1400.4943176704119,1216.3398028868721,1459.6077634642465,154.7437466754809,243.26796057737442
14->12,14,12,406,404,22.0,0.16601891,3.65241602,18.34758398,1.0,True,2.1291909682162743e-16,1067.887657036766,1067.887657036766,1281.4651884441193,2.2737367544323206e-13,213.57753140735323
14->13,14,13,406,405,40.0,0.33133021,13.2532084,26.7467916,1.0,True,1.2625818006244787e-16,900.431462463549,900.431462463549,1080.5177549562588,1.1368683772161603e-13,180.08629249270982
14->15,14,15,406,407,6.0,0.14465364,0.8679218399999999,5.13207816,1.0,True,0.0,426.480008594453,418.24249631648604,501.89099557978324,0.0,83.64849926329721
14->16,14,16,406,408,5.0,0.14041279,0.7020639500000001,4.29793605,1.0,True,0.04299561406430046,747.355298890362,747.355298890362,896.8263586684343,32.132999999999925,149.4710597780724
14->17,14,17,406,409,3.0,0.15330078,0.45990233999999997,2.54009766,1.0,True,0.101602097887892,823.0964199984919,812.6677341504061,975.2012809804872,82.56874667548095,162.53354683008124
14->18,14,18,406,410,12.0,0.1753775,2.10453,9.89547,1.0,True,1.6550043340763377e-16,686.9277341504061,686.9277341504061,824.3132809804873,1.1368683772161603e-13,137.3855468300812
14->19,14,19,406,412,9.0,0.18636591,1.6772931899999999,7.32270681,1.0,True,0.0,936.898734150406,936.898734150406,1124.278480980487,0.0,187.37974683008122
14->2,14,2,406,393,3.0,0.15867813,0.47603439000000003,2.5239656100000003,1.0,True,0.14288019558077156,1735.810893818353,1735.810893818353,2082.9730725820236,248.01300000000015,347.1621787636706
14->20,14,20,406,413,9.0,0.13071381,1.1764242900000002,7.82357571,1.0,True,0.0,1273.2827341504058,1273.2827341504058,1527.939280980487,0.0,254.65654683008117
14->21,14,21,406,414,7.0,0.15827226,1.10790582,5.892094180000001,1.0,True,0.11238717404841754,1100.290865208777,980.465498919024,1176.5585987028287,110.19174667548089,196.0930997838048
14->22,14,22,406,415,17.0,0.46429027,7.89293459,9.10706541,1.0,True,0.0416808173619888,662.7269268762251,662.7269268762251,795.2723122514701,27.623000000000047,132.54538537524502
14->23,14,23,406,416,4.0,0.17491922,0.69967688,3.30032312,1.0,True,0.12850404062338625,1400.681415086257,1383.5829530145002,1660.2995436174,177.79600000000005,276.71659060290006
14->24,14,24,406,417,3.0,0.20221394,0.60664182,2.39335818,0.0,False,1.0,1277.5327517579722,1187.4600916561149,1424.9521099873377,0.0,237.492018331223
14->25,14,25,406,418,3.0,0.21610531,0.64831593,2.35168407,0.0,False,1.0,1392.529479766581,1392.529479766581,1671.0353757198973,0.0,278.5058959533162
14->26,14,26,406,419,15.0,0.33897893,5.0846839500000005,9.91531605,1.0,True,0.08813223650254584,1718.6732462802759,1637.287439805757,1964.7449277669084,144.29780386760876,327.4574879611514
14->27,14,27,406,420,4.0,0.23177743,0.92710972,3.07289028,0.0,False,1.0,2929.997833862808,2441.8938067216204,2930.2725680659446,0.0,488.3787613443241
14->28,14,28,406,421,6.0,0.154651,0.9279060000000001,5.072094,1.0,True,0.1553769832289614,1679.606342552976,1679.606342552976,2015.5276110635712,260.97216651811095,335.9212685105952
14->29,14,29,406,423,1.0,0.15577384,0.15577384,0.8442261600000001,1.0,True,0.10279468639152278,1745.2942941308038,1745.2942941308038,2094.3531529569645,179.4069796260901,349.05885882616076
14->3,14,3,406,394,1.0,0.19625352,0.19625352,0.80374648,0.0,False,1.0,2389.78536846239,2389.78536846239,2867.742442154868,0.0,477.95707369247805
14->30,14,30,406,424,1.0,0.19184806,0.19184806,0.80815194,0.0,False,1.0,1992.1957341504058,1992.1957341504058,2390.6348809804867,0.0,398.4391468300812
14->4,14,4,406,395,5.0,0.17632053,0.88160265,4.1183973499999995,1.0,True,0.12514577948210173,1507.6417341504061,1507.6417341504061,1809.1700809804872,188.67500000000018,301.52834683008126
14->5,14,5,406,396,10.0,0.23455953,2.3455953,7.654404700000001,1.0,True,0.1135568835512091,1347.8707341504062,1347.8707341504062,1617.4448809804874,153.0600000000004,269.57414683008125
14->6,14,6,406,397,24.0,0.20217501,4.85220024,19.14779976,1.0,True,0.024961096046931343,1287.3232785765406,1287.3232785765406,1544.7879342918486,32.13299999999958,257.46465571530814
14->7,14,7,406,398,8.0,0.2884085,2.307268,5.6927319999999995,1.0,True,0.13220404876849498,2127.7796575709954,2127.7796575709954,2553.3355890851944,281.30108561812744,425.5559315141991
14->8,14,8,406,399,27.0,0.26436565,7.13787255,19.86212745,1.0,True,0.01580299509395993,2033.3487297152535,2033.3487297152535,2440.018475658304,32.13299999999981,406.6697459430507
14->9,14,9,406,401,4.0,0.05675077,0.22700308,3.77299692,1.0,True,0.1232073128118597,1124.8861592556882,1001.9204439405601,1202.304532728672,123.44392554918193,200.38408878811202
15->1,15,1,407,392,1.0,0.4720976,0.4720976,0.5279024,1.0,True,0.1908430209582466,1954.7219921414278,1954.7219921414278,2345.6663905697133,373.04505011379206,390.9443984282856
15->10,15,10,407,402,5.0,0.25457497,1.27287485,3.72712515,0.0,False,1.0,950.714745347065,863.834921722973,1036.6019060675676,0.0,172.76698434459462
15->11,15,11,407,403,4.0,0.16354966,0.65419864,3.34580136,1.0,True,0.19739521930551054,1618.6229695124482,1432.926931665188,1719.5123179982256,282.8529259248221,286.5853863330376
15->12,15,12,407,404,4.0,0.24103524,0.96414096,3.03585904,1.0,True,0.16382051697940508,1496.1397969019592,1419.9312932042178,1703.9175518450613,232.6138785279502,283.9862586408436
15->13,15,13,407,405,26.0,0.31963565,8.3105269,17.6894731,1.0,True,0.0,1364.413343862888,1325.109503966308,1590.1314047595695,0.0,265.02190079326164
15->14,15,14,407,406,12.0,0.15090071,1.81080852,10.189191480000002,1.0,True,0.0,426.480008594453,424.678041502759,509.6136498033108,0.0,84.9356083005518
15->16,15,16,407,408,2.0,0.22844904,0.45689808,1.54310192,0.0,False,1.0,378.10488623129197,377.601151540438,453.12138184852563,0.0,75.5202303080876
15->17,15,17,407,409,1.0,0.1824084,0.1824084,0.8175916,1.0,True,0.0,501.199848697858,501.199848697858,601.4398184374296,0.0,100.2399697395716
15->18,15,18,407,410,3.0,0.22850635,0.68551905,2.31448095,1.0,True,1.4995183457980093e-16,379.07784869785803,379.07784869785803,454.8934184374296,5.684341886080802e-14,75.81556973957161
15->19,15,19,407,412,7.0,0.23215562,1.6250893400000002,5.37491066,1.0,True,0.0,627.026848697858,627.026848697858,752.4322184374296,0.0,125.4053697395716
