origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,origin_protected_share,destination_protected_share,generation_method,generation_seed
7,1,399,393,8.000000,0.43955594,3.51644753,4.48355247,0.33453408,0.54404355,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,2,399,394,12.000000,0.30328925,3.63947099,8.36052901,0.33453408,0.29056227,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,3,399,395,12.000000,0.54711912,6.56542940,5.43457060,0.33453408,0.66666011,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,4,399,396,12.000000,0.44997298,5.39967576,6.60032424,0.33453408,0.56211261,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,5,399,397,42.000000,0.42246314,17.74345168,24.25654832,0.33453408,0.41878538,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,6,399,398,35.000000,0.38875732,13.60650608,21.39349392,0.33453408,0.43826625,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,8,399,401,25.000000,0.41215018,10.30375452,14.69624548,0.33453408,0.44211303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,9,399,407,4.000000,0.30650117,1.22600466,2.77399534,0.33453408,0.22761598,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,10,399,408,8.000000,0.25442703,2.03541627,5.96458373,0.33453408,0.17481298,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,11,399,409,5.000000,0.36164894,1.80824468,3.19175532,0.33453408,0.31367303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,12,399,410,11.000000,0.40892308,4.49815387,6.50184613,0.33453408,0.41318629,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,13,399,412,14.000000,0.17134967,2.39889535,11.60110465,0.33453408,0.06418747,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
7,14,399,414,4.000000,0.32237259,1.28949037,2.71050963,0.33453408,0.38392386,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,1,401,393,4.000000,0.51071371,2.04285485,1.95714515,0.44211303,0.54404355,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,2,401,394,2.000000,0.35881301,0.71762602,1.28237398,0.44211303,0.29056227,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,3,401,395,2.000000,0.55892670,1.11785341,0.88214659,0.44211303,0.66666011,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,5,401,397,3.000000,0.42769204,1.28307611,1.71692389,0.44211303,0.41878538,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,6,401,398,3.000000,0.46263303,1.38789910,1.61210090,0.44211303,0.43826625,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,7,401,399,19.000000,0.41255675,7.83857826,11.16142174,0.44211303,0.33453408,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,9,401,407,1.000000,0.36173442,0.36173442,0.63826558,0.44211303,0.22761598,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,10,401,408,6.000000,0.34191468,2.05148808,3.94851192,0.44211303,0.17481298,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,11,401,409,1.000000,0.36349341,0.36349341,0.63650659,0.44211303,0.31367303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,12,401,410,2.000000,0.39574924,0.79149848,1.20850152,0.44211303,0.41318629,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,13,401,412,2.000000,0.28139916,0.56279832,1.43720168,0.44211303,0.06418747,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
8,14,401,414,1.000000,0.43129395,0.43129395,0.56870605,0.44211303,0.38392386,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,2,407,394,1.000000,0.23699045,0.23699045,0.76300955,0.22761598,0.29056227,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,3,407,395,3.000000,0.41700523,1.25101569,1.74898431,0.22761598,0.66666011,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,4,407,396,4.000000,0.42070477,1.68281906,2.31718094,0.22761598,0.56211261,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,5,407,397,11.000000,0.33101076,3.64111841,7.35888159,0.22761598,0.41878538,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,6,407,398,5.000000,0.28756262,1.43781312,3.56218688,0.22761598,0.43826625,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,7,407,399,5.000000,0.29171504,1.45857520,3.54142480,0.22761598,0.33453408,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,8,407,401,2.000000,0.29368648,0.58737296,1.41262704,0.22761598,0.44211303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,10,407,408,2.000000,0.20185450,0.40370900,1.59629100,0.22761598,0.17481298,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,11,407,409,1.000000,0.30335415,0.30335415,0.69664585,0.22761598,0.31367303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,12,407,410,3.000000,0.29025272,0.87075815,2.12924185,0.22761598,0.41318629,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,13,407,412,7.000000,0.16734187,1.17139312,5.82860688,0.22761598,0.06418747,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
9,14,407,414,1.000000,0.31228422,0.31228422,0.68771578,0.22761598,0.38392386,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,1,408,393,1.000000,0.30965113,0.30965113,0.69034887,0.17481298,0.54404355,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,2,408,394,1.000000,0.22303953,0.22303953,0.77696047,0.17481298,0.29056227,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,3,408,395,3.000000,0.40366949,1.21100846,1.78899154,0.17481298,0.66666011,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,4,408,396,1.000000,0.36500277,0.36500277,0.63499723,0.17481298,0.56211261,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,5,408,397,6.000000,0.28512839,1.71077033,4.28922967,0.17481298,0.41878538,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,6,408,398,1.000000,0.35332239,0.35332239,0.64667761,0.17481298,0.43826625,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,7,408,399,9.000000,0.26172520,2.35552680,6.64447320,0.17481298,0.33453408,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,8,408,401,4.000000,0.30154403,1.20617613,2.79382387,0.17481298,0.44211303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,9,408,407,1.000000,0.18170136,0.18170136,0.81829864,0.17481298,0.22761598,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,11,408,409,2.000000,0.21141799,0.42283598,1.57716402,0.17481298,0.31367303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,12,408,410,4.000000,0.32152848,1.28611393,2.71388607,0.17481298,0.41318629,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,13,408,412,5.000000,0.14377317,0.71886586,4.28113414,0.17481298,0.06418747,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
10,14,408,414,2.000000,0.23408145,0.46816290,1.53183710,0.17481298,0.38392386,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,1,409,393,3.000000,0.47456485,1.42369455,1.57630545,0.31367303,0.54404355,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,2,409,394,2.000000,0.30606418,0.61212837,1.38787163,0.31367303,0.29056227,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,3,409,395,3.000000,0.50035556,1.50106668,1.49893332,0.31367303,0.66666011,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,4,409,396,5.000000,0.45836707,2.29183533,2.70816467,0.31367303,0.56211261,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,5,409,397,9.000000,0.39337463,3.54037170,5.45962830,0.31367303,0.41878538,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,6,409,398,4.000000,0.38760134,1.55040534,2.44959466,0.31367303,0.43826625,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,7,409,399,7.000000,0.28596903,2.00178323,4.99821677,0.31367303,0.33453408,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,8,409,401,2.000000,0.32987113,0.65974227,1.34025773,0.31367303,0.44211303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,9,409,407,1.000000,0.31997564,0.31997564,0.68002436,0.31367303,0.22761598,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,10,409,408,4.000000,0.20783487,0.83133949,3.16866051,0.31367303,0.17481298,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,12,409,410,4.000000,0.33049573,1.32198292,2.67801708,0.31367303,0.41318629,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,13,409,412,10.000000,0.16297826,1.62978258,8.37021742,0.31367303,0.06418747,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
11,14,409,414,1.000000,0.31280309,0.31280309,0.68719691,0.31367303,0.38392386,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,1,410,393,3.000000,0.45597008,1.36791023,1.63208977,0.41318629,0.54404355,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,2,410,394,2.000000,0.36848367,0.73696733,1.26303267,0.41318629,0.29056227,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,3,410,395,4.000000,0.51631496,2.06525983,1.93474017,0.41318629,0.66666011,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,4,410,396,7.000000,0.47791789,3.34542524,3.65457476,0.41318629,0.56211261,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,5,410,397,18.000000,0.42871022,7.71678389,10.28321611,0.41318629,0.41878538,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,6,410,398,6.000000,0.43862650,2.63175900,3.36824100,0.41318629,0.43826625,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,7,410,399,15.000000,0.42266580,6.33998703,8.66001297,0.41318629,0.33453408,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,8,410,401,3.000000,0.39878061,1.19634183,1.80365817,0.41318629,0.44211303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,9,410,407,2.000000,0.29061676,0.58123351,1.41876649,0.41318629,0.22761598,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,10,410,408,4.000000,0.26069599,1.04278397,2.95721603,0.41318629,0.17481298,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,11,410,409,4.000000,0.36590518,1.46362071,2.53637929,0.41318629,0.31367303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,13,410,412,13.000000,0.27341238,3.55436098,9.44563902,0.41318629,0.06418747,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
12,14,410,414,5.000000,0.39468979,1.97344894,3.02655106,0.41318629,0.38392386,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,1,412,393,6.000000,0.33274820,1.99648921,4.00351079,0.06418747,0.54404355,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,2,412,394,7.000000,0.15250464,1.06753251,5.93246749,0.06418747,0.29056227,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,3,412,395,8.000000,0.40119050,3.20952396,4.79047604,0.06418747,0.66666011,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,4,412,396,7.000000,0.35892919,2.51250434,4.48749566,0.06418747,0.56211261,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,5,412,397,13.000000,0.24479154,3.18229001,9.81770999,0.06418747,0.41878538,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,6,412,398,4.000000,0.24452382,0.97809529,3.02190471,0.06418747,0.43826625,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,7,412,399,20.000000,0.17883232,3.57664633,16.42335367,0.06418747,0.33453408,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,8,412,401,4.000000,0.23467888,0.93871552,3.06128448,0.06418747,0.44211303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,9,412,407,3.000000,0.11442421,0.34327263,2.65672737,0.06418747,0.22761598,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,10,412,408,5.000000,0.08266467,0.41332337,4.58667663,0.06418747,0.17481298,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,11,412,409,7.000000,0.21226484,1.48585389,5.51414611,0.06418747,0.31367303,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,12,412,410,11.000000,0.23066363,2.53729995,8.46270005,0.06418747,0.41318629,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
13,14,412,414,12.000000,0.22478931,2.69747168,9.30252832,0.06418747,0.38392386,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
14,1,414,393,1.000000,0.49968811,0.49968811,0.50031189,0.38392386,0.54404355,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
14,2,414,394,1.000000,0.37882704,0.37882704,0.62117296,0.38392386,0.29056227,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
14,3,414,395,4.000000,0.55539899,2.22159597,1.77840403,0.38392386,0.66666011,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
14,4,414,396,1.000000,0.52079701,0.52079701,0.47920299,0.38392386,0.56211261,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
14,5,414,397,2.000000,0.35976577,0.71953154,1.28046846,0.38392386,0.41878538,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
14,6,414,398,1.000000,0.39208615,0.39208615,0.60791385,0.38392386,0.43826625,synthetic_mean_origin_destination_zone_share_plus_uniform_noise_0p05,2026072402
