od,origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,z_value,covered,u_w,service_capacity_ratio,path_length,shortest_length,detour_cap,model_uncovered_length,uncovered_cap_if_required,reference_path_used
11->1,11,1,409,393,3.0,0.47456485,1.42369455,1.5763054500000002,1.0,True,0.19198107868685074,0.8080189213131492,1096.996445802484,927.560159667947,1113.0721916015364,178.07399999999998,185.5120319335894,False
11->10,11,10,409,408,4.0,0.20783487,0.83133948,3.16866052,1.0,True,0.0,1.0,376.409704913289,376.409704913289,451.69164589594675,0.0,75.2819409826578,False
11->12,11,12,409,410,4.0,0.33049573,1.32198292,2.67801708,1.0,True,0.0,1.0,373.755,372.75199999999995,447.3023999999999,0.0,74.5504,False
11->13,11,13,409,412,10.0,0.16297826,1.6297826000000002,8.3702174,1.0,True,0.0,1.0,373.06,372.2,446.64,0.0,74.44,False
11->14,11,14,409,414,1.0,0.31280309,0.31280309,0.6871969099999999,0.0,False,1.0,0.0,967.246,966.2429999999999,1159.4915999999998,0.0,193.2486,True
11->2,11,2,409,394,2.0,0.30606418,0.61212836,1.38787164,1.0,True,0.19671785786119372,0.8032821421388063,1861.391801144187,1579.5306343119837,1895.4367611743803,310.721882807986,315.9061268623968,False
11->3,11,3,409,395,3.0,0.50035556,1.50106668,1.49893332,1.0,True,0.17648163788542082,0.8235183621145792,819.356674455639,697.3870000000002,836.8644000000002,123.076,139.47740000000005,False
11->4,11,4,409,396,5.0,0.45836707,2.29183535,2.70816465,0.0,False,1.0,0.0,610.208,535.828,642.9935999999999,0.0,107.1656,True
11->5,11,5,409,397,9.0,0.39337463,3.54037167,5.459628329999999,1.0,True,0.12932655159370174,0.8706734484062982,916.3776845994681,834.793847882601,1001.7526174591211,107.961009638294,166.9587695765202,False
11->6,11,6,409,398,4.0,0.38760134,1.55040536,2.44959464,1.0,True,0.16672785881062951,0.8332721411893704,1563.9679234205892,1315.736923420589,1578.8843081047066,219.37,263.1473846841178,False
11->7,11,7,409,399,7.0,0.28596903,2.00178321,4.998216790000001,1.0,True,0.16124656277194566,0.8387534372280543,1662.403135738181,1658.059467894256,1989.671361473107,267.35639006942995,331.6118935788512,False
11->8,11,8,409,401,2.0,0.32987113,0.65974226,1.34025774,1.0,True,0.05782383390077839,0.9421761660992216,817.176913376474,817.176913376474,980.6122960517687,47.252302106632,163.43538267529482,False
11->9,11,9,409,407,1.0,0.31997564,0.31997564,0.68002436,1.0,True,0.11702103384304485,0.8829789661569551,534.8566924608169,501.199848697858,601.4398184374296,58.650924456601,100.2399697395716,False
12->1,12,1,410,393,3.0,0.45597008,1.36791024,1.6320897600000002,1.0,True,0.16977486801902156,0.8302251319809785,1221.361445802484,1048.8831596679468,1258.659791601536,178.07399999999998,209.77663193358936,False
12->10,12,10,410,408,4.0,0.26069599,1.04278396,2.95721604,1.0,True,0.0,1.0,750.164704913289,740.074320585986,888.0891847031832,0.0,148.01486411719722,False
12->11,12,11,410,409,4.0,0.36590518,1.46362072,2.5363792800000002,1.0,True,0.0,1.0,373.755,372.752,447.3024,0.0,74.55040000000001,False
12->13,12,13,410,412,13.0,0.27341238,3.55436094,9.44563906,1.0,True,0.0,1.0,252.493,249.971,299.9652,0.0,49.994200000000006,False
12->14,12,14,410,414,5.0,0.39468979,1.9734489499999999,3.02655105,0.0,False,1.0,0.0,593.491,593.491,712.1891999999999,0.0,118.6982,True
12->2,12,2,410,394,2.0,0.36848367,0.73696734,1.26303266,1.0,True,0.18227870978147798,0.817721290218522,1985.756801144187,1704.6526343119838,2045.5831611743804,310.721882807986,340.9305268623968,False
12->3,12,3,410,395,4.0,0.51631496,2.06525984,1.93474016,1.0,True,0.1496348368224542,0.8503651631775457,943.721674455639,822.509,987.0108,123.076,164.5018,False
12->4,12,4,410,396,7.0,0.47791789,3.34542523,3.6545747699999995,1.0,True,0.19110106554730386,0.8088989344526961,774.25,774.25,929.0999999999999,147.96,154.85000000000002,False
12->5,12,5,410,397,18.0,0.42871022,7.71678396,10.283216040000001,1.0,True,0.19494364239189382,0.8050563576081062,1220.6360441862412,1207.545847882601,1449.0550174591212,235.403385941442,241.5091695765202,False
12->6,12,6,410,398,6.0,0.4386265,2.6317589999999997,3.368241,1.0,True,0.13135562975692036,0.8686443702430796,1688.3329234205892,1670.046425919881,2004.055711103857,219.37,334.0092851839762,False
12->7,12,7,410,399,15.0,0.4226658,6.339987,8.660013000000001,1.0,True,0.18257768829052395,0.8174223117094761,2043.2194953249539,2026.0677514108777,2431.281301693053,369.914766372578,405.21355028217556,False
12->8,12,8,410,401,3.0,0.39878061,1.19634183,1.80365817,1.0,True,0.0439915210557035,0.9560084789442965,1190.931913376474,1074.1229439827641,1288.9475327793168,47.252302106632,214.82458879655283,False
12->9,12,9,410,407,2.0,0.29061676,0.58123352,1.41876648,0.0,False,1.0,0.0,379.07784869785803,379.07784869785803,454.8934184374296,0.0,75.81556973957161,True
13->1,13,1,412,393,6.0,0.3327482,1.9964892,4.003510800000001,0.0,False,1.0,0.0,869.8659399263281,798.9121596679471,958.6945916015364,0.0,159.78243193358944,True
13->10,13,10,412,408,5.0,0.08266467,0.41332335,4.58667665,1.0,True,0.0,1.0,749.469704913289,740.069320585986,888.0831847031832,0.0,148.01386411719722,False
13->11,13,11,412,409,7.0,0.21226484,1.48585388,5.5141461199999995,1.0,True,0.0,1.0,373.06,372.2,446.64,0.0,74.44,False
13->12,13,12,412,410,11.0,0.23066363,2.53729993,8.46270007,1.0,True,0.0,1.0,252.493,249.971,299.9652,0.0,49.994200000000006,False
13->14,13,14,412,414,12.0,0.22478931,2.69747172,9.30252828,0.0,False,1.0,0.0,594.16,594.16,712.992,0.0,118.832,True
13->2,13,2,412,394,7.0,0.15250464,1.06753248,5.93246752,0.0,False,1.0,0.0,1703.9576343119838,1513.931976059271,1816.718371271125,0.0,302.7863952118542,True
13->3,13,3,412,395,8.0,0.4011905,3.209524,4.790476,0.0,False,1.0,0.0,593.5991685794829,593.5991685794829,712.3190022953795,0.0,118.71983371589658,True
13->4,13,4,412,396,7.0,0.35892919,2.51250433,4.4874956699999995,1.0,True,0.19131480439884405,0.8086851956011559,773.5550000000001,773.385,928.0619999999999,147.96,154.67700000000002,False
13->5,13,5,412,397,13.0,0.24479154,3.18229002,9.81770998,1.0,True,0.17441628746554996,0.8255837125344501,1213.8570441862412,1206.993847882601,1448.392617459121,210.519385941442,241.39876957652018,False
13->6,13,6,412,398,4.0,0.24452382,0.97809528,3.02190472,1.0,True,0.13142370061966502,0.868576299380335,1687.6379234205892,1669.181425919881,2003.017711103857,219.37,333.8362851839762,False
13->7,13,7,412,399,20.0,0.17883232,3.5766463999999996,16.423353600000002,1.0,True,0.09364320027495737,0.9063567997250426,2037.501548769332,2026.0627514108776,2431.275301693053,189.72699999999998,405.2125502821755,False
13->8,13,8,412,401,4.0,0.23467888,0.93871552,3.06128448,1.0,True,0.04399172583545465,0.9560082741645454,1190.2369133764741,1074.1179439827642,1288.941532779317,47.252302106632,214.82358879655285,False
13->9,13,9,412,407,3.0,0.11442421,0.34327262999999997,2.65672737,0.0,False,1.0,0.0,642.80785200039,627.026848697858,752.4322184374296,0.0,125.4053697395716,True
14->1,14,1,414,393,1.0,0.49968811,0.49968811,0.50031189,0.0,False,1.0,0.0,898.2151596679469,898.2151596679469,1077.8581916015362,0.0,179.64303193358938,True
14->10,14,10,414,408,1.0,0.27100953,0.27100953,0.7289904700000001,0.0,False,1.0,0.0,1343.655704913289,1333.5653205859858,1600.2783847031828,0.0,266.7130641171972,True
14->11,14,11,414,409,2.0,0.39167419,0.78334838,1.21665162,0.0,False,1.0,0.0,967.2460000000001,966.2429999999999,1159.4915999999998,0.0,193.2486,True
14->12,14,12,414,410,3.0,0.38354654,1.15063962,1.84936038,0.0,False,1.0,0.0,593.491,593.491,712.1891999999999,0.0,118.6982,True
14->13,14,13,414,412,7.0,0.25011045,1.75077315,5.24922685,0.0,False,1.0,0.0,594.1600000000001,594.1600000000001,712.9920000000001,0.0,118.83200000000002,True
14->2,14,2,414,394,1.0,0.37882704,0.37882704,0.62117296,0.0,False,1.0,0.0,2298.143634311984,1992.1340863258165,2390.5609035909797,0.0,398.4268172651633,True
14->3,14,3,414,395,4.0,0.55539899,2.22159596,1.7784040399999999,0.0,False,1.0,0.0,1175.8549310147919,1171.8069999999998,1406.1683999999998,0.0,234.36139999999997,True
14->4,14,4,414,396,1.0,0.52079701,0.52079701,0.47920299,0.0,False,1.0,0.0,1446.6009999999999,1362.5739999999996,1635.0887999999995,0.0,272.5147999999999,True
14->5,14,5,414,397,2.0,0.35976577,0.71953154,1.28046846,0.0,False,1.0,0.0,1883.6236845994677,1797.3496972395787,2156.8196366874945,0.0,359.46993944791575,True
14->6,14,6,414,398,1.0,0.39208615,0.39208615,0.60791385,0.0,False,1.0,0.0,2281.8239234205894,2253.407520290963,2704.0890243491554,0.0,450.6815040581926,True
14->7,14,7,414,399,6.0,0.37913399,2.27480394,3.7251960600000005,0.0,False,1.0,0.0,2631.6875487693314,2619.5587514108774,3143.470501693053,0.0,523.9117502821755,True
14->9,14,9,414,407,2.0,0.26386764,0.52773528,1.47226472,0.0,False,1.0,0.0,972.5688486978579,972.5688486978579,1167.0826184374293,0.0,194.5137697395716,True
2->1,2,1,394,393,8.0,0.41064133,3.28513064,4.71486936,0.0,False,1.0,0.0,1230.8984555464122,1144.441642427242,1373.3299709126902,0.0,228.8883284854484,True
2->10,2,10,394,408,1.0,0.25203708,0.25203708,0.74796292,1.0,True,0.1999592946887056,0.8000407053112943,1989.3068250166068,1915.641275810911,2298.7695309730934,383.05027838772196,383.12825516218226,False
2->11,2,11,394,409,2.0,0.33415125,0.6683025,1.3316975,1.0,True,0.19671785786119372,0.8032821421388063,1861.3918011441867,1579.5306343119837,1895.4367611743803,310.721882807986,315.9061268623968,False
2->12,2,12,394,410,1.0,0.33378967,0.33378967,0.66621033,1.0,True,0.182278709781478,0.817721290218522,1985.7568011441867,1704.6526343119835,2045.5831611743802,310.721882807986,340.93052686239673,False
2->13,2,13,394,412,4.0,0.18834759,0.75339036,3.24660964,0.0,False,1.0,0.0,1703.9576343119834,1546.8578527790503,1856.2294233348603,0.0,309.3715705558101,True
2->14,2,14,394,414,1.0,0.37185869,0.37185869,0.62814131,0.0,False,1.0,0.0,2298.143634311984,2042.5449931413827,2451.053991769659,0.0,408.5089986282766,True
2->3,2,3,394,395,12.0,0.47078889,5.64946668,6.35053332,0.0,False,1.0,0.0,1131.9281626564798,953.2586841995671,1143.9104210394805,0.0,190.65173683991344,True
2->4,2,4,394,396,3.0,0.39985157,1.19955471,1.8004452899999999,1.0,True,0.17718645403481942,0.8228135459651806,1217.590801144187,1059.030634311984,1270.8367611743806,187.645882807986,211.8061268623968,False
2->5,2,5,394,397,21.0,0.33058436,6.94227156,14.05772844,1.0,True,0.19901431799711122,0.8009856820028888,1449.338845330428,1382.2586812744853,1658.7104175293823,275.089268749428,276.45173625489707,False
2->6,2,6,394,398,24.0,0.40840437,9.80170488,14.198295120000001,1.0,True,0.14644984614049045,0.8535501538595096,623.775887892374,623.775887892374,748.5310654708488,91.351882807986,124.75517757847481,False
2->7,2,7,394,399,12.0,0.34465387,4.13584644,7.864153560000001,0.0,False,1.0,0.0,1654.0968313928433,1654.0968313928433,1984.916197671412,0.0,330.8193662785687,True
2->8,2,8,394,401,2.0,0.3480609,0.6961218,1.3038782,1.0,True,0.18531131717690466,0.8146886828230954,2430.0740334797915,2322.0523551919505,2786.4628262303404,430.302580494354,464.41047103839014,False
3->1,3,1,395,393,4.0,0.62293545,2.4917418,1.5082582000000002,1.0,True,0.1980912163023397,0.8019087836976603,277.63977134684495,277.63977134684495,333.16772561621394,54.998,55.52795426936899,False
3->10,3,10,395,408,2.0,0.37439627,0.74879254,1.25120746,1.0,True,0.18234577139751837,0.8176542286024816,1199.5096983280591,1071.614625785588,1285.9375509427057,195.40439557973602,214.32292515711762,False
3->11,3,11,395,409,5.0,0.53629154,2.6814577,2.3185423,1.0,True,0.17648163788542087,0.8235183621145792,819.356674455639,697.387,836.8643999999999,123.076,139.4774,False
3->12,3,12,395,410,6.0,0.55388429,3.3233057399999995,2.6766942600000005,1.0,True,0.1496348368224542,0.8503651631775457,943.721674455639,822.509,987.0108,123.076,164.5018,False
3->13,3,13,395,412,8.0,0.4037355,3.229884,4.770116,0.0,False,1.0,0.0,593.599168579483,593.599168579483,712.3190022953796,0.0,118.71983371589661,True
3->14,3,14,395,414,2.0,0.5007865,1.001573,0.998427,0.0,False,1.0,0.0,1175.8549310147919,1171.807,1406.1684,0.0,234.3614,True
3->2,3,2,395,394,10.0,0.45791364,4.5791364,5.4208636,0.0,False,1.0,0.0,920.332807479788,920.332807479788,1104.3993689757456,0.0,184.06656149595761,True
3->4,3,4,395,396,10.0,0.62151757,6.2151757,3.7848243000000004,1.0,True,0.0,1.0,298.099674455639,298.099674455639,357.7196093467668,0.0,59.6199348911278,False
3->5,3,5,395,397,19.0,0.55821547,10.60609393,8.39390607,1.0,True,0.13258203911877525,0.8674179608812247,659.54171864188,659.54171864188,791.450062370256,87.443385941442,131.90834372837602,False
3->6,3,6,395,398,7.0,0.50785172,3.55496204,3.44503796,1.0,True,0.08787402728481426,0.9121259727151857,1133.3225978762277,1095.818673336721,1314.9824080040653,96.294,219.16373466734422,False
3->7,3,7,395,399,14.0,0.54640122,7.6496170800000005,6.3503829199999995,1.0,True,0.165862952187675,0.834137047812325,1488.209169780593,1488.209169780593,1785.8510037367114,246.838766372578,297.6418339561186,False
3->8,3,8,395,401,2.0,0.52960216,1.05920432,0.9407956799999999,1.0,True,0.1640355639748809,0.835964436025119,1640.276906791244,1479.293220362424,1775.151864434909,242.656697686368,295.8586440724848,False
3->9,3,9,395,407,3.0,0.46772374,1.40317122,1.5968287799999998,1.0,True,0.15183807740674232,0.8481619225932577,1354.213366916456,1196.846848697858,1436.2162184374295,181.72692445660098,239.3693697395716,False
4->1,4,1,396,393,4.0,0.59784919,2.39139676,1.6086032399999999,1.0,True,0.09660031965241131,0.9033996803475887,575.739445802484,569.335590170867,683.2027082050404,54.998,113.86711803417342,False
4->10,4,10,396,408,4.0,0.38830131,1.55320524,2.44679476,1.0,True,0.16342571381512846,0.8365742861848715,1026.294704913289,905.365481024463,1086.4385772293556,147.96,181.0730962048926,False
4->11,4,11,396,409,4.0,0.43242528,1.72970112,2.27029888,0.0,False,1.0,0.0,610.208,535.828,642.9935999999999,0.0,107.1656,True
4->12,4,12,396,410,8.0,0.46433255,3.7146604,4.2853396,1.0,True,0.19110106554730386,0.8088989344526961,774.25,774.25,929.0999999999999,147.96,154.85000000000002,False
4->13,4,13,396,412,8.0,0.2938762,2.3510096,5.648990400000001,1.0,True,0.19131480439884405,0.8086851956011559,773.5550000000001,773.385,928.0619999999999,147.96,154.67700000000002,False
4->14,4,14,396,414,2.0,0.426322,0.852644,1.147356,0.0,False,1.0,0.0,1446.6010000000003,1362.5739999999996,1635.0887999999995,0.0,272.5147999999999,True
4->2,4,2,396,394,5.0,0.42427838,2.1213919,2.8786080999999997,1.0,True,0.17718645403481942,0.8228135459651806,1217.590801144187,1059.030634311984,1270.8367611743806,187.645882807986,211.8061268623968,False
4->3,4,3,396,395,10.0,0.57506991,5.750699099999999,4.249300900000001,1.0,True,0.0,1.0,298.09967445563905,298.09967445563905,357.71960934676684,0.0,59.61993489112781,False
4->5,4,5,396,397,20.0,0.46184645,9.236929,10.763071,1.0,True,0.19589184536638185,0.8041081546336182,446.38604418624095,446.38604418624095,535.6632530234891,87.443385941442,89.2772088372482,False
4->6,4,6,396,398,15.0,0.45535912,6.8303868,8.1696132,1.0,True,0.10464840405482172,0.8953515959451783,920.1669234205891,920.1669234205891,1104.200308104707,96.294,184.03338468411783,False
4->7,4,7,396,399,13.0,0.44314708,5.76091204,7.23908796,1.0,True,0.1935909099325043,0.8064090900674957,1275.0534953249542,1275.0534953249542,1530.064194389945,246.838766372578,255.01069906499083,False
4->8,4,8,396,401,1.0,0.4768889,0.4768889,0.5231110999999999,1.0,True,0.14868308679474537,0.8513169132052546,1467.061913376474,1312.942220362424,1575.5306644349087,195.212302106632,262.58844407248483,False
4->9,4,9,396,407,6.0,0.4210762,2.5264572000000003,3.4735427999999997,1.0,True,0.19956857864840935,0.8004314213515906,1184.7416924608174,1035.287848697858,1242.3454184374295,206.610924456601,207.0575697395716,False
5->1,5,1,397,393,11.0,0.50683124,5.57514364,5.42485636,1.0,True,0.15303481807427277,0.8469651819257272,937.181489988725,930.777634357108,1116.9331612285296,142.441385941442,186.1555268714216,False
5->10,5,10,397,408,15.0,0.27065567,4.05983505,10.94016495,1.0,True,0.1999396514234775,0.8000603485765225,539.967979686179,539.967979686179,647.9615756234148,107.961009638294,107.9935959372358,False
5->11,5,11,397,409,14.0,0.34681271,4.85537794,9.14462206,1.0,True,0.12932655159370174,0.8706734484062982,916.377684599468,834.793847882601,1001.7526174591211,107.961009638294,166.9587695765202,False
5->12,5,12,397,410,23.0,0.42422524,9.75718052,13.242819480000001,1.0,True,0.1743365573328599,0.8256634426671401,1214.552044186241,1207.545847882601,1449.0550174591212,210.519385941442,241.5091695765202,False
5->13,5,13,397,412,15.0,0.21543117,3.23146755,11.76853245,1.0,True,0.18714760645595677,0.8128523935440433,1287.6976845994682,1206.9938478826011,1448.3926174591213,225.88600963829398,241.39876957652024,False
5->14,5,14,397,414,1.0,0.44425406,0.44425406,0.55574594,0.0,False,1.0,0.0,1883.6236845994679,1797.3496972395787,2156.8196366874945,0.0,359.46993944791575,True
5->2,5,2,397,394,19.0,0.39217199,7.451267810000001,11.548732189999999,1.0,True,0.19901431799711128,0.8009856820028887,1449.3388453304276,1382.2586812744848,1658.7104175293819,275.089268749428,276.45173625489696,False
5->3,5,3,397,395,26.0,0.54169412,14.08404712,11.91595288,1.0,True,0.13258203911877528,0.8674179608812247,659.5417186418799,659.5417186418799,791.4500623702559,87.443385941442,131.908343728376,False
5->4,5,4,397,396,18.0,0.49417577,8.89516386,9.10483614,1.0,True,0.19589184536638185,0.8041081546336182,446.38604418624095,446.38604418624095,535.6632530234891,87.443385941442,89.2772088372482,False
5->6,5,6,397,398,37.0,0.4366261,16.1551657,20.8448343,1.0,True,0.18084787023118504,0.8191521297688149,1151.9149676068298,1015.977604306665,1219.1731251679978,183.737385941442,203.195520861333,False
5->7,5,7,397,399,55.0,0.41998518,23.0991849,31.900815099999996,1.0,True,0.19235144352792297,0.807648556472077,828.667451138713,828.667451138713,994.4009413664555,159.395380431136,165.7334902277426,False
5->8,5,8,397,401,5.0,0.47253961,2.36269805,2.63730195,1.0,True,0.16413463403263182,0.8358653659673682,980.735188149364,945.6463144400581,1134.7755773280696,155.213311744926,189.12926288801162,False
5->9,5,9,397,407,13.0,0.28454789,3.69912257,9.30087743,1.0,True,0.18780545684698977,0.8121945431530102,946.846206408579,887.151720147505,1064.582064177006,166.611934094895,177.43034402950101,False
6->1,6,1,398,393,5.0,0.50786715,2.5393357500000002,2.4606642499999998,1.0,True,0.11162955401165715,0.8883704459883428,1410.9623692230732,1355.304169576822,1626.3650034921864,151.292,271.0608339153644,False
6->10,6,10,398,408,2.0,0.32292279,0.64584558,1.35415442,1.0,True,0.19725387669017452,0.8027461233098254,1691.882947293009,1478.7967692919158,1774.5561231502988,291.69839557973603,295.7593538583832,False
6->11,6,11,398,409,2.0,0.38065136,0.76130272,1.23869728,1.0,True,0.1667278588106295,0.8332721411893705,1563.967923420589,1315.7369234205892,1578.8843081047069,219.37,263.14738468411787,False
6->12,6,12,398,410,8.0,0.4379409,3.5035272,4.496472799999999,1.0,True,0.14625581433489915,0.8537441856651009,1694.4169234205888,1670.0464259198807,2004.0557111038568,244.254,334.00928518397615,False
6->13,6,13,398,412,5.0,0.21038093,1.05190465,3.94809535,1.0,True,0.13142370061966502,0.868576299380335,1687.6379234205888,1669.181425919881,2003.017711103857,219.37,333.8362851839762,False
6->14,6,14,398,414,1.0,0.39798392,0.39798392,0.6020160800000001,0.0,False,1.0,0.0,2281.8239234205894,2253.407520290963,2704.0890243491554,0.0,450.6815040581926,True
6->2,6,2,398,394,24.0,0.40844458,9.80266992,14.197330079999999,1.0,True,0.14644984614049045,0.8535501538595096,623.775887892374,623.775887892374,748.5310654708488,91.351882807986,124.75517757847481,False
6->3,6,3,398,395,9.0,0.51612422,4.64511798,4.35488202,1.0,True,0.08787402728481428,0.9121259727151857,1133.3225978762282,1095.8186733367208,1314.982408004065,96.294,219.1637346673442,False
6->4,6,4,398,396,16.0,0.49261607,7.88185712,8.11814288,1.0,True,0.10464840405482172,0.8953515959451783,920.1669234205891,920.1669234205891,1104.200308104707,96.294,184.03338468411783,False
6->5,6,5,398,397,29.0,0.37978404,11.01373716,17.986262840000002,1.0,True,0.1807837786025042,0.8192162213974958,1151.9149676068303,1016.3377896057368,1219.605347526884,183.737385941442,203.2675579211474,False
6->7,6,7,398,399,37.0,0.35513069,13.139835530000001,23.86016447,0.0,False,1.0,0.0,1030.320943500469,1030.320943500469,1236.3851322005628,0.0,206.0641887000938,True
6->8,6,8,398,401,2.0,0.47370043,0.94740086,1.0525991399999999,0.0,False,1.0,0.0,2077.8416933900717,1746.0858340807417,2095.30300089689,0.0,349.2171668161484,True
6->9,6,9,398,407,4.0,0.3320013,1.3280052,2.6719948000000002,1.0,True,0.19363040096471001,0.8063695990352899,2098.761174015409,1809.371453505329,2171.2457442063946,350.349320036337,361.87429070106583,False
7->1,7,1,399,393,8.0,0.43955594,3.51644752,4.48355248,1.0,True,0.17155225182121492,0.8284477481787851,1765.8489411274377,1759.4450854958204,2111.3341025949844,301.836766372578,351.8890170991641,False
7->10,7,10,399,408,8.0,0.25442703,2.03541624,5.96458376,1.0,True,0.14812835072252797,0.851871649277472,1288.031843856043,1280.828410460021,1536.994092552025,189.727,256.1656820920042,False
7->11,7,11,399,409,5.0,0.36164894,1.8082447,3.1917552999999996,1.0,True,0.1617504314743467,0.8382495685256532,1662.4031357381807,1652.894447529385,1983.473337035262,267.35639006942995,330.578889505877,False
7->12,7,12,399,410,11.0,0.40892308,4.49815388,6.50184612,1.0,True,0.1830443200901175,0.8169556799098825,2043.2194953249534,2020.902731046007,2425.083277255208,369.91476637257796,404.1805462092014,False
7->13,7,13,399,412,14.0,0.17134967,2.39889538,11.60110462,1.0,True,0.13229585345273637,0.8677041465472637,2035.4631357381804,2020.8977310460068,2425.077277255208,267.35639006942995,404.17954620920136,False
7->14,7,14,399,414,4.0,0.32237259,1.28949036,2.7105096399999997,0.0,False,1.0,0.0,2631.6875487693324,2614.3937310460074,3137.2724772552087,0.0,522.8787462092015,True
