origin,destination,original_origin,original_destination,demand,pi_w,protected_demand,unprotected_demand,base_80_80_covered,base_80_80_status,generation_method,pi_low_for_base_covered,pi_high_for_base_uncovered,base_solution_file
2,11,393,403,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,12,393,404,3.000000,0.15000000,0.45000000,2.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,13,393,405,5.000000,0.15000000,0.75000000,4.25000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,14,393,406,3.000000,0.15000000,0.45000000,2.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,16,393,408,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,17,393,409,2.000000,0.15000000,0.30000000,1.70000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,18,393,410,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,19,393,412,8.000000,0.15000000,1.20000000,6.80000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,20,393,413,9.000000,0.15000000,1.35000000,7.65000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,21,393,414,1.000000,0.15000000,0.15000000,0.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,22,393,415,1.000000,0.15000000,0.15000000,0.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,26,393,419,8.000000,0.15000000,1.20000000,6.80000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,27,393,420,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,28,393,421,1.000000,0.15000000,0.15000000,0.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
2,29,393,423,1.000000,0.15000000,0.15000000,0.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,1,394,392,8.000000,0.85000000,6.80000000,1.20000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,2,394,393,8.000000,0.15000000,1.20000000,6.80000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,4,394,395,12.000000,0.15000000,1.80000000,10.20000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,5,394,396,3.000000,0.15000000,0.45000000,2.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,6,394,397,21.000000,0.15000000,3.15000000,17.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,7,394,398,24.000000,0.15000000,3.60000000,20.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,8,394,399,12.000000,0.15000000,1.80000000,10.20000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,9,394,401,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,10,394,402,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,11,394,403,1.000000,0.15000000,0.15000000,0.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,12,394,404,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,13,394,405,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,16,394,408,1.000000,0.15000000,0.15000000,0.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,17,394,409,2.000000,0.15000000,0.30000000,1.70000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,18,394,410,1.000000,0.15000000,0.15000000,0.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,19,394,412,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,20,394,413,7.000000,0.15000000,1.05000000,5.95000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,21,394,414,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,25,394,418,3.000000,0.85000000,2.55000000,0.45000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,26,394,419,5.000000,0.85000000,4.25000000,0.75000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,27,394,420,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,28,394,421,5.000000,0.85000000,4.25000000,0.75000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
3,29,394,423,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,1,395,392,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,2,395,393,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,3,395,394,10.000000,0.15000000,1.50000000,8.50000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,5,395,396,10.000000,0.15000000,1.50000000,8.50000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,6,395,397,19.000000,0.15000000,2.85000000,16.15000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,7,395,398,7.000000,0.15000000,1.05000000,5.95000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,8,395,399,14.000000,0.15000000,2.10000000,11.90000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,9,395,401,2.000000,0.15000000,0.30000000,1.70000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,10,395,402,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,11,395,403,2.000000,0.15000000,0.30000000,1.70000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,12,395,404,3.000000,0.15000000,0.45000000,2.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,13,395,405,5.000000,0.15000000,0.75000000,4.25000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,14,395,406,8.000000,0.15000000,1.20000000,6.80000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,15,395,407,3.000000,0.15000000,0.45000000,2.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,16,395,408,2.000000,0.85000000,1.70000000,0.30000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,17,395,409,5.000000,0.15000000,0.75000000,4.25000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,18,395,410,6.000000,0.15000000,0.90000000,5.10000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,19,395,412,8.000000,0.15000000,1.20000000,6.80000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,20,395,413,8.000000,0.15000000,1.20000000,6.80000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,21,395,414,2.000000,0.15000000,0.30000000,1.70000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,22,395,415,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,23,395,416,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,24,395,417,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,26,395,419,5.000000,0.15000000,0.75000000,4.25000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,27,395,420,3.000000,0.85000000,2.55000000,0.45000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,28,395,421,3.000000,0.85000000,2.55000000,0.45000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,29,395,423,6.000000,0.15000000,0.90000000,5.10000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
4,30,395,424,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,2,396,393,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,3,396,394,5.000000,0.15000000,0.75000000,4.25000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,4,396,395,10.000000,0.15000000,1.50000000,8.50000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,6,396,397,20.000000,0.15000000,3.00000000,17.00000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,7,396,398,15.000000,0.15000000,2.25000000,12.75000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,8,396,399,13.000000,0.15000000,1.95000000,11.05000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,9,396,401,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,10,396,402,1.000000,0.15000000,0.15000000,0.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,11,396,403,2.000000,0.15000000,0.30000000,1.70000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,12,396,404,3.000000,0.15000000,0.45000000,2.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,13,396,405,40.000000,0.15000000,6.00000000,34.00000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,14,396,406,13.000000,0.15000000,1.95000000,11.05000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,15,396,407,6.000000,0.15000000,0.90000000,5.10000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,16,396,408,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,17,396,409,4.000000,0.15000000,0.60000000,3.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,18,396,410,8.000000,0.15000000,1.20000000,6.80000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,19,396,412,8.000000,0.15000000,1.20000000,6.80000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,20,396,413,7.000000,0.15000000,1.05000000,5.95000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,21,396,414,2.000000,0.15000000,0.30000000,1.70000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,22,396,415,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,26,396,419,3.000000,0.15000000,0.45000000,2.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,27,396,420,1.000000,0.85000000,0.85000000,0.15000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,28,396,421,2.000000,0.15000000,0.30000000,1.70000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
5,29,396,423,1.000000,0.15000000,0.15000000,0.85000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,1,397,392,4.000000,0.85000000,3.40000000,0.60000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,2,397,393,11.000000,0.15000000,1.65000000,9.35000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,3,397,394,19.000000,0.15000000,2.85000000,16.15000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,4,397,395,26.000000,0.15000000,3.90000000,22.10000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,5,397,396,18.000000,0.15000000,2.70000000,15.30000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,7,397,398,37.000000,0.15000000,5.55000000,31.45000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,8,397,399,55.000000,0.15000000,8.25000000,46.75000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,9,397,401,5.000000,0.15000000,0.75000000,4.25000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,10,397,402,7.000000,0.15000000,1.05000000,5.95000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,11,397,403,24.000000,0.15000000,3.60000000,20.40000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,12,397,404,5.000000,0.85000000,4.25000000,0.75000000,0,uncovered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,13,397,405,39.000000,0.15000000,5.85000000,33.15000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,14,397,406,35.000000,0.15000000,5.25000000,29.75000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,15,397,407,13.000000,0.15000000,1.95000000,11.05000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,16,397,408,15.000000,0.15000000,2.25000000,12.75000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,17,397,409,14.000000,0.15000000,2.10000000,11.90000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
6,18,397,410,23.000000,0.15000000,3.45000000,19.55000000,1,covered,targeted_high_pi_for_base_uncovered_low_pi_for_base_covered,0.15000000,0.85000000,baseline_inputs/large_task3_baseline_80_80.json
